SubjectArea,Subject,Band,Unit,UnitASCode,StreamUnitASCode,AreaofStudy,StreamHeader,OutcomeCode,Outcome,OutcomeStudentType,OutcomeDescription,Type,Statement,ParentStatement,Level,Sequence
Science,Chemistry,Year 11,Unit 1,VCECHU1AS1,,Area of Study 1 - How do the chemical structures of materials explain their properties and reactions?,,VCECHU1AS1O1KK,Outcome 1,Chemistry Students,,Key Knowledge,Elements and the periodic table,,1,1
Science,Chemistry,Year 11,Unit 1,VCECHU1AS1,,Area of Study 1 - How do the chemical structures of materials explain their properties and reactions?,,VCECHU1AS1O1KK,Outcome 1,Chemistry Students,,Key Knowledge,"The definitions of elements, isotopes and ions, including appropriate notation: atomic number; mass number; and number of protons, neutrons and electrons",,1,2
Science,Chemistry,Year 11,Unit 1,VCECHU1AS1,,Area of Study 1 - How do the chemical structures of materials explain their properties and reactions?,,VCECHU1AS1O1KK,Outcome 1,Chemistry Students,,Key Knowledge,"The periodic table as an organisational tool to identify patterns and trends in, and relationships between, the structures (including shell and subshell electronic configurations and atomic radii) and properties (including electronegativity, first ionisation energy, metallic and non-metallic character and reactivity) of elements",,1,3
Science,Chemistry,Year 11,Unit 1,VCECHU1AS1,,Area of Study 1 - How do the chemical structures of materials explain their properties and reactions?,,VCECHU1AS1O1KK,Outcome 1,Chemistry Students,,Key Knowledge,"Critical elements (for example, helium, phosphorus, rare-earth elements and post-transition metals and metalloids) and the importance of recycling processes for element recovery",,1,4
Science,Chemistry,Year 11,Unit 1,VCECHU1AS1,,Area of Study 1 - How do the chemical structures of materials explain their properties and reactions?,,VCECHU1AS1O1KK,Outcome 1,Chemistry Students,,Key Knowledge,Covalent substances,,1,5
Science,Chemistry,Year 11,Unit 1,VCECHU1AS1,,Area of Study 1 - How do the chemical structures of materials explain their properties and reactions?,,VCECHU1AS1O1KK,Outcome 1,Chemistry Students,,Key Knowledge,"The use of Lewis (electron dot) structures, structural formulas and molecular formulas to model the following molecules: hydrogen, oxygen, chlorine, nitrogen, hydrogen chloride, carbon dioxide, water, ammonia, methane, ethane and ethene",,1,6
Science,Chemistry,Year 11,Unit 1,VCECHU1AS1,,Area of Study 1 - How do the chemical structures of materials explain their properties and reactions?,,VCECHU1AS1O1KK,Outcome 1,Chemistry Students,,Key Knowledge,"Shapes of molecules (linear, bent, pyramidal, and tetrahedral, excluding bond angles) as determined by the repulsion of electron pairs according to valence shell electron pair repulsion (VSEPR) theory",,1,7
Science,Chemistry,Year 11,Unit 1,VCECHU1AS1,,Area of Study 1 - How do the chemical structures of materials explain their properties and reactions?,,VCECHU1AS1O1KK,Outcome 1,Chemistry Students,,Key Knowledge,Polar and non-polar character with reference to the shape of the molecule,,1,8
Science,Chemistry,Year 11,Unit 1,VCECHU1AS1,,Area of Study 1 - How do the chemical structures of materials explain their properties and reactions?,,VCECHU1AS1O1KK,Outcome 1,Chemistry Students,,Key Knowledge,"The relative strengths of intramolecular bonding (covalent bonding) and intermolecular forces (dispersion forces, dipole-dipole attraction and hydrogen bonding)",,1,9
Science,Chemistry,Year 11,Unit 1,VCECHU1AS1,,Area of Study 1 - How do the chemical structures of materials explain their properties and reactions?,,VCECHU1AS1O1KK,Outcome 1,Chemistry Students,,Key Knowledge,Physical properties of molecular substances (including melting points and boiling points and non-conduction of electricity) with reference to their structure and bonding,,1,10
Science,Chemistry,Year 11,Unit 1,VCECHU1AS1,,Area of Study 1 - How do the chemical structures of materials explain their properties and reactions?,,VCECHU1AS1O1KK,Outcome 1,Chemistry Students,,Key Knowledge,The structure and bonding of diamond and graphite that explain their properties (including heat conductivity and electrical conductivity and hardness) and their suitability for diverse applications,,1,11
Science,Chemistry,Year 11,Unit 1,VCECHU1AS1,,Area of Study 1 - How do the chemical structures of materials explain their properties and reactions?,,VCECHU1AS1O1KK,Outcome 1,Chemistry Students,,Key Knowledge,Reactions of metals,,1,12
Science,Chemistry,Year 11,Unit 1,VCECHU1AS1,,Area of Study 1 - How do the chemical structures of materials explain their properties and reactions?,,VCECHU1AS1O1KK,Outcome 1,Chemistry Students,,Key Knowledge,"The common properties of metals (lustre, malleability, ductility, melting point, heat conductivity and electrical conductivity) with reference to the nature of metallic bonding and the existence of metallic crystals",,1,13
Science,Chemistry,Year 11,Unit 1,VCECHU1AS1,,Area of Study 1 - How do the chemical structures of materials explain their properties and reactions?,,VCECHU1AS1O1KK,Outcome 1,Chemistry Students,,Key Knowledge,"Experimental determination of a reactivity series of metals based on their relative ability to undergo oxidation with water, acids and oxygen",,1,14
Science,Chemistry,Year 11,Unit 1,VCECHU1AS1,,Area of Study 1 - How do the chemical structures of materials explain their properties and reactions?,,VCECHU1AS1O1KK,Outcome 1,Chemistry Students,,Key Knowledge,"Metal recycling as an example of a circular economy where metal is mined, refined, made into a product, used, disposed of via recycling and then reprocessed as the same original product or repurposed as a new product",,1,15
Science,Chemistry,Year 11,Unit 1,VCECHU1AS1,,Area of Study 1 - How do the chemical structures of materials explain their properties and reactions?,,VCECHU1AS1O1KK,Outcome 1,Chemistry Students,,Key Knowledge,Reactions of ionic compounds,,1,16
Science,Chemistry,Year 11,Unit 1,VCECHU1AS1,,Area of Study 1 - How do the chemical structures of materials explain their properties and reactions?,,VCECHU1AS1O1KK,Outcome 1,Chemistry Students,,Key Knowledge,"The common properties of ionic compounds (brittleness, hardness, melting point, difference in electrical conductivity in solid and molten liquid states), with reference to the nature of ionic bonding and crystal structure",,1,17
Science,Chemistry,Year 11,Unit 1,VCECHU1AS1,,Area of Study 1 - How do the chemical structures of materials explain their properties and reactions?,,VCECHU1AS1O1KK,Outcome 1,Chemistry Students,,Key Knowledge,"Deduction of the formula and name of an ionic compound from its component ions, including polyatomic ions (NH4+, OH‾, NO3‾, HCO3‾, CO32‾, SO42‾ and PO43‾)",,1,18
Science,Chemistry,Year 11,Unit 1,VCECHU1AS1,,Area of Study 1 - How do the chemical structures of materials explain their properties and reactions?,,VCECHU1AS1O1KK,Outcome 1,Chemistry Students,,Key Knowledge,"The formation of ionic compounds through the transfer of electrons from metals to non-metals, and the writing of ionic compound formulas, including those containing polyatomic ions and transition metal ions",,1,19
Science,Chemistry,Year 11,Unit 1,VCECHU1AS1,,Area of Study 1 - How do the chemical structures of materials explain their properties and reactions?,,VCECHU1AS1O1KK,Outcome 1,Chemistry Students,,Key Knowledge,"The use of solubility tables to predict and identify precipitation reactions between ions in solution, represented by balanced full and ionic equations including the state symbols: (s), (l), (aq) and (g)",,1,20
Science,Chemistry,Year 11,Unit 1,VCECHU1AS1,,Area of Study 1 - How do the chemical structures of materials explain their properties and reactions?,,VCECHU1AS1O1KK,Outcome 1,Chemistry Students,,Key Knowledge,Separation and identification of the components of mixtures,,1,21
