SubjectArea,Subject,Band,Unit,UnitASCode,StreamUnitASCode,AreaofStudy,ContentCode,ContentType,StreamHeader,ContentHeader,ContentDescription,Elaboration,Sequence
Performing Arts,Music,Year 11,Unit 1,VCEMUU1AS12,,,,UnitHeader,,Unit 1: Organisation of music,,,0
Performing Arts,Music,Year 11,Unit 1,VCEMUU1AS12,,,,Paragraph,,Unit 1: Organisation of music,"In this unit students explore and develop their understanding of how music is organised. By performing, creating, analysing and responding to music works that exhibit different approaches, students explore and develop their understanding of the possibilities of musical organisation.",,1
Performing Arts,Music,Year 11,Unit 1,VCEMUU1AS12,,,,Paragraph,,Unit 1: Organisation of music,"They prepare and perform ensemble and/or solo musical works to develop technical control, expression and stylistic understanding on their chosen instrument/sound source. At least two works should be associated with their study of approaches to music organisation.",,2
Performing Arts,Music,Year 11,Unit 1,VCEMUU1AS12,,,,Paragraph,,Unit 1: Organisation of music,"They create (arrange, compose or improvise) short music exercises that reflect their understanding of the organisation of music and the processes they have studied.",,3
Performing Arts,Music,Year 11,Unit 1,VCEMUU1AS12,,,,Paragraph,,Unit 1: Organisation of music,"They develop knowledge of music language concepts as they analyse and respond to a range of music, becoming familiar with the ways music creators treat elements of music and concepts and use compositional devices to create works that communicate their ideas.",,4
Performing Arts,Music,Year 11,Unit 1,VCEMUU1AS1,,Area of Study 1 - Performing,VCEMUU1AS1P01,Descriptor,,Performing,"In this area of study, students focus on practical music-making and performance skills by preparing and performing solo and ensemble works, one of which should be associated with a music approach studied in Area of Study 3.",,1
Performing Arts,Music,Year 11,Unit 1,VCEMUU1AS1,,Area of Study 1 - Performing,VCEMUU1AS1P01,Elaboration,,Performing,,They develop their individual instrumental and musicianship skills through regular practice and develop group skills through rehearsal and performance with other musicians.,2
Performing Arts,Music,Year 11,Unit 1,VCEMUU1AS1,,Area of Study 1 - Performing,VCEMUU1AS1P02,Descriptor,,Performing,They perform and demonstrate technical skills specific to an instrument or sound source of their own choosing.,,3
Performing Arts,Music,Year 11,Unit 1,VCEMUU1AS1,,Area of Study 1 - Performing,VCEMUU1AS1P02,Elaboration,,Performing,,"Students may present on a variety of instruments and/or sound sources, and also sing as part 
of their program.",4
Performing Arts,Music,Year 11,Unit 1,VCEMUU1AS1,,Area of Study 1 - Performing,VCEMUU1AS1P03,Descriptor,,Performing,"On completion of this unit the student should be able to rehearse and present planned performances using technical control, expression and stylistic understanding in at least two works (solo or ensemble), which demonstrate knowledge drawn from their investigation of music organisation.",,5
Performing Arts,Music,Year 11,Unit 1,VCEMUU1AS1,,Area of Study 1 - Performing,VCEMUU1AS1P04,Descriptor,,Performing,To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.,,6
Performing Arts,Music,Year 11,Unit 1,VCEMUU1AS2,,Area of Study 2 - Creating,VCEMUU1AS2C01,Descriptor,,Creating,"In this area of study, students create a folio of brief creative responses.",,1
