SubjectArea,Subject,Band,Unit,UnitASCode,StreamUnitASCode,AreaofStudy,ContentCode,ContentType,StreamHeader,ContentHeader,ContentDescription,Elaboration,Sequence
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1AS12,,,,UnitHeader,,Units 1 and 2,,,0
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1AS12,,,,UnitHeader,,Unit 1: Mythical worlds,,,0
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1AS12,,,,Paragraph,,Unit 1: Mythical worlds,"This unit of study explores the myths of ancient Greece and/or ancient Rome, the search for their meaning, and their contribution to both classical and modern culture.",,1
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1AS12,,,,Paragraph,,Unit 1: Mythical worlds,"Myths are traditional narratives that examine ideas of central importance to a society. They were used by the Greeks and the Romans to explain the world, the foundation of institutions, aspects of daily life and the human condition. In the classical world, myth encompassed the nature of the gods, the deeds of heroes like Achilles and Theseus, and the epic voyages of Odysseus and Aeneas. Women such as Helen, Clytemnestra and Dido have endured in myths that contemplate love and war, the human and the monstrous. Students examine the nature and function of selected myths and consider the influence of the myths studied on modern culture.",,2
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1AS12,,,,Paragraph,,Unit 1: Mythical worlds,"Students also explore the history of archaeology in the Mediterranean Basin, observing how the pioneers of archaeology sought to explain the possible historical basis of particular myths. They excavated sites such as Hisarlik (believed to be Troy), Knossos and Mycenae in search of the mythical heroes and their worlds. Students study archaeological sites connected to myths and consider the relationship between a myth and its archaeological record, such as site features and material culture. They critically assess whether there is a historical basis for the myth and draw evidence from the archaeological record to reach conclusions about the society that inhabited the site. Students engage with current debates about the ethics of archaeology and ownership of the past.",,3
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1AS1,,"Area of Study 1 - Gods, heroes and the legacy of myth",VCECSU1AS1GHLM01,Descriptor,,"Gods, heroes and the legacy of myth",In this area of study students examine the myths that underpin the cultures of ancient Greece and/or ancient Rome.,,1
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1AS1,,"Area of Study 1 - Gods, heroes and the legacy of myth",VCECSU1AS1GHLM01,Elaboration,,"Gods, heroes and the legacy of myth",,Myths were one way in which the Greeks and Romans explained the world and the part that humans play in it.,2
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1AS1,,"Area of Study 1 - Gods, heroes and the legacy of myth",VCECSU1AS1GHLM01,Elaboration,,"Gods, heroes and the legacy of myth",,"Myths about the creation of the world, the birth of the gods and the origins of humans were of central importance to these societies.",3
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1AS1,,"Area of Study 1 - Gods, heroes and the legacy of myth",VCECSU1AS1GHLM01,Elaboration,,"Gods, heroes and the legacy of myth",,"Myths explained natural law and the relationships between gods and mortals that shaped the successes and failures of legendary heroes, and the understandings of everyday people.",4
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1AS1,,"Area of Study 1 - Gods, heroes and the legacy of myth",VCECSU1AS1GHLM01,Elaboration,,"Gods, heroes and the legacy of myth",,"In both ancient societies, myths were used to explain the origins of social structures and the way in which society conducted itself.",5
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1AS1,,"Area of Study 1 - Gods, heroes and the legacy of myth",VCECSU1AS1GHLM01,Elaboration,,"Gods, heroes and the legacy of myth",,"Myths informed and explained key aspects of everyday life, such as values and customs, rites of passage, and family and gender relationships.",6
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1AS1,,"Area of Study 1 - Gods, heroes and the legacy of myth",VCECSU1AS1GHLM01,Elaboration,,"Gods, heroes and the legacy of myth",,"In ancient Rome especially, myths focused on the city of Rome itself, its foundation, and its empire; Greek myths were also adopted and adapted to a Roman context.",7
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1AS1,,"Area of Study 1 - Gods, heroes and the legacy of myth",VCECSU1AS1GHLM02,Descriptor,,"Gods, heroes and the legacy of myth","Students investigate the key Greek and/or Roman gods, learning about their individual responsibilities and how they are represented in myths.",,8
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1AS1,,"Area of Study 1 - Gods, heroes and the legacy of myth",VCECSU1AS1GHLM02,Elaboration,,"Gods, heroes and the legacy of myth",,"They learn about the characteristics of individual gods, their behaviour and their interactions with the human world.",9
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1AS1,,"Area of Study 1 - Gods, heroes and the legacy of myth",VCECSU1AS1GHLM03,Descriptor,,"Gods, heroes and the legacy of myth","Students study hero myths, uncovering the world of the hero through their depiction in classical works, exploring their codes of conduct and the nature of the gods who helped or hindered them.",,10
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1AS1,,"Area of Study 1 - Gods, heroes and the legacy of myth",VCECSU1AS1GHLM03,Elaboration,,"Gods, heroes and the legacy of myth",,The heroes represent different qualities.,11
