SubjectArea,Subject,Band,Unit,UnitASCode,AreaofStudy,Outcome,OutcomeCode,ExampleType,ContentType,ExampleText,ParentText,URLTitle,URL,Sequence
Science,Chemistry,,,,,,,,Header,,Science - Chemistry,Chemistry - Teaching and Learning,https://www.vcaa.vic.edu.au/curriculum/vce-curriculum/vce-study-designs/chemistry/teaching-and-learning,0
Science,Chemistry,Year 11,Unit 1,VCECHU1,,,,,UnitHeading,Unit 1: How can the diversity of materials be explained?,,,,1
Science,Chemistry,Year 11,Unit 1,VCECHU1AS1,Area of Study 1 - How do the chemical structures of materials explain their properties and reactions?,Outcome 1,,,OutcomeHeading,Outcome 1,,,,1
Science,Chemistry,Year 11,Unit 1,VCECHU1AS1,Area of Study 1 - How do the chemical structures of materials explain their properties and reactions?,Outcome 1,,,OutcomeDescription,"On completion of this unit the student should be able to explain how elements form carbon compounds, metallic lattices and ionic compounds, experimentally investigate and model the properties of different materials, and use chromatography to separate the components of mixtures.",,,,2
Science,Chemistry,Year 11,Unit 1,VCECHU1AS1,Area of Study 1 - How do the chemical structures of materials explain their properties and reactions?,Outcome 1,,,SectionHeading,Examples of learning activities,,,,3
Science,Chemistry,Year 11,Unit 1,VCECHU1AS1,Area of Study 1 - How do the chemical structures of materials explain their properties and reactions?,Outcome 1,VCECHU1AS1O1KK,Activity,Paragraph,Key knowledge: Elements and the periodic table,,,,4
Science,Chemistry,Year 11,Unit 1,VCECHU1AS1,Area of Study 1 - How do the chemical structures of materials explain their properties and reactions?,Outcome 1,VCECHU1AS1O1KK,Activity,Bullet,"Simulation: Use simulations to investigate atomic structure; for example, Build an Atom to model atomic composition, and consider isotopes and atomic mass to calculate atomic weights.",,,,5
Science,Chemistry,Year 11,Unit 1,VCECHU1AS1,Area of Study 1 - How do the chemical structures of materials explain their properties and reactions?,Outcome 1,VCECHU1AS1O1KK,Activity,Bullet,"Literature review: Research a selected isotope and write a media article or produce an infographic on the usefulness of the isotope, from secondary sources such as the IUPAC Periodic Table of the Elements and Isotopes.",,,,6
Science,Chemistry,Year 11,Unit 1,VCECHU1AS1,Area of Study 1 - How do the chemical structures of materials explain their properties and reactions?,Outcome 1,VCECHU1AS1O1KK,Activity,Bullet,"Literature review: Investigate the uses of radioactive isotopes and discuss the advantages and risks associated with their use; for example, tracers used in medicine and agriculture, or the use of C-14 by archaeologists and geologists.",,,,7
Science,Chemistry,Year 11,Unit 1,VCECHU1AS1,Area of Study 1 - How do the chemical structures of materials explain their properties and reactions?,Outcome 1,VCECHU1AS1O1KK,Activity,Bullet,"Literature review: About 25 different radiopharmaceuticals are routinely used in Australia's nuclear medicine centres, the most common being technetium-99m. Write a short article, intended for a general audience, to explain how a selected radiopharmaceutical works.",,,,8
Science,Chemistry,Year 11,Unit 1,VCECHU1AS1,Area of Study 1 - How do the chemical structures of materials explain their properties and reactions?,Outcome 1,VCECHU1AS1O1KS,Activity,Bullet,Interpret a series of ionisation energies as evidence for electron shells and subshells.,,,,9
Science,Chemistry,Year 11,Unit 1,VCECHU1AS1,Area of Study 1 - How do the chemical structures of materials explain their properties and reactions?,Outcome 1,VCECHU1AS1O1KK,Activity,Bullet,"Use the interactive periodic table to explore the arrangement of electrons in shells and subshells, and to visualise patterns, trends and anomalies in the properties of the atoms and elements.",,,,10
Science,Chemistry,Year 11,Unit 1,VCECHU1AS1,Area of Study 1 - How do the chemical structures of materials explain their properties and reactions?,Outcome 1,VCECHU1AS1O1KS,Activity,Bullet,Discuss Herbert Spencer's quote that 'Science is organised knowledge' in terms of the value of placing elements into a periodic table.,,,,11
