SubjectArea,Subject,Band,Strand,Substrand,ContentCode,ContentDescription,Topic,Elaboration
English,English as an Additional Language,Level BL,Listening and Speaking,Communication,VC2EALBLL01,"Listen attentively, attending to intonation and body language",,"Using some appropriate body language and gestures when listening, such as nodding and using facial expressions"
English,English as an Additional Language,Level BL,Listening and Speaking,Communication,VC2EALBLL01,"Listen attentively, attending to intonation and body language",,Using tone and intonation to distinguish between statements and questions
English,English as an Additional Language,Level BL,Listening and Speaking,Communication,VC2EALBLL02,Respond verbally and/or non-verbally when spoken to,,"Responding briefly, verbally or non-verbally, to simple, direct questions"
English,English as an Additional Language,Level BL,Listening and Speaking,Communication,VC2EALBLL02,Respond verbally and/or non-verbally when spoken to,,"Understanding simple, predictable personal questions on common topics such as name, age, likes and dislikes, and offering single-word responses"
English,English as an Additional Language,Level BL,Listening and Speaking,Communication,VC2EALBLL02,Respond verbally and/or non-verbally when spoken to,,"Carrying out simple, familiar instructions, for example when asked ‘Please shut the door.’"
English,English as an Additional Language,Level BL,Listening and Speaking,Communication,VC2EALBLL02,Respond verbally and/or non-verbally when spoken to,,"Following simple instructions using the actions of others as cues, for example by moving to the floor or collecting a book"
English,English as an Additional Language,Level BL,Listening and Speaking,Communication,VC2EALBLL02,Respond verbally and/or non-verbally when spoken to,,"Indicating agreement or non-agreement, for example with body language, gestures such as nodding or shaking their head, or using simple utterances such as ‘yes’ and ‘no’"
English,English as an Additional Language,Level BL,Listening and Speaking,Communication,VC2EALBLL03,"Participate in highly contextualised and familiar social situations and learning activities, with significant teacher or peer support",,"Using formulaic utterances modelled by or copied from the teacher, peers or texts to ask questions, to aid social interaction or for self-expression, for example ‘What’s the time?’, ‘Excuse me …’, ‘Oh, no!’ and ‘Very good!’"
English,English as an Additional Language,Level BL,Listening and Speaking,Communication,VC2EALBLL03,"Participate in highly contextualised and familiar social situations and learning activities, with significant teacher or peer support",,"Making simple requests or expressing needs using actions, single words and short phrases"
English,English as an Additional Language,Level BL,Listening and Speaking,Communication,VC2EALBLL03,"Participate in highly contextualised and familiar social situations and learning activities, with significant teacher or peer support",,"Using simple responses such as nodding or saying ‘yes’, ‘no’ or short learnt phrases"
English,English as an Additional Language,Level BL,Listening and Speaking,Communication,VC2EALBLL04,Understand short verbal exchanges between speakers,,"Using paralinguistic (non-verbal) responses during verbal exchanges between others; for example, nodding to indicate agreement when discussing their favourite ice-cream flavour"
English,English as an Additional Language,Level BL,Listening and Speaking,Communication,VC2EALBLL04,Understand short verbal exchanges between speakers,,"Responding verbally using simple responses such as ‘yes’, ‘no’ or short learnt phrases to verbal exchanges between others, for example when determining the rules of a game during lunchtime"
English,English as an Additional Language,Level BL,Listening and Speaking,Text structures and linguistic features,VC2EALBLL05,Recognise some familiar spoken texts,,"Recognising familiar spoken texts used frequently in class, for example in response to routine instructions such as ‘Please put your books in the tub.’"
English,English as an Additional Language,Level BL,Listening and Speaking,Text structures and linguistic features,VC2EALBLL05,Recognise some familiar spoken texts,,"Distinguishing between simple, familiar questions and instructions through intonation and context"
English,English as an Additional Language,Level BL,Listening and Speaking,Text structures and linguistic features,VC2EALBLL06,"Construct 2- or 3-word utterances, with the support of actions, gestures or visuals",,"Using common vocabulary and short formulaic expressions to communicate intention, for example ‘Please shut the door.’ and ‘Turn on the light.’"
English,English as an Additional Language,Level BL,Listening and Speaking,Text structures and linguistic features,VC2EALBLL06,"Construct 2- or 3-word utterances, with the support of actions, gestures or visuals",,"Pointing, miming or gesturing to supplement speech"
English,English as an Additional Language,Level BL,Listening and Speaking,Text structures and linguistic features,VC2EALBLL07,Use basic verb forms in context,,Using simple grammatical patterns such as subject plus verb (e.g. ‘We eat.’) and verb plus object (e.g. ‘Go toilet.’)
English,English as an Additional Language,Level BL,Listening and Speaking,Text structures and linguistic features,VC2EALBLL07,Use basic verb forms in context,,"Matching simple verb tense to time words, for example ‘Yesterday we went …’ and ‘Today we go …’"
English,English as an Additional Language,Level BL,Listening and Speaking,Text structures and linguistic features,VC2EALBLL07,Use basic verb forms in context,,"Using ‘no’ or ‘not’ with adjectives or nouns to express negative forms, for example in ‘Not hot today.’ and ‘Not me.’"
English,English as an Additional Language,Level BL,Listening and Speaking,Text structures and linguistic features,VC2EALBLL08,Use common descriptive language,,"Using common adjectives to express affect (such as ‘sad’, ‘happy’ and ‘angry’), judgement (such as ‘kind’ and ‘mean’) and appreciation (such as ‘beautiful’ and ‘yucky’)"
English,English as an Additional Language,Level BL,Listening and Speaking,Text structures and linguistic features,VC2EALBLL08,Use common descriptive language,,"Combining some common adverbs with verbs to describe action, for example ‘walk slowly’ and ‘sing well’"
English,English as an Additional Language,Level BL,Listening and Speaking,Text structures and linguistic features,VC2EALBLL09,Respond to key words in a range of familiar and common situations,,Referring to charts or vocabulary lists to select words required for communicative needs
English,English as an Additional Language,Level BL,Listening and Speaking,Text structures and linguistic features,VC2EALBLL09,Respond to key words in a range of familiar and common situations,,"Recognising and using a narrow range of learnt word patterns and familiar words related to immediate needs, for example for words related to family, school, colours, numbers and days"
English,English as an Additional Language,Level BL,Listening and Speaking,Text structures and linguistic features,VC2EALBLL10,Use comprehensible pronunciation for familiar words,,"Using accurate pronunciation for a narrow range of familiar words, including personal language, classroom language and some basic topic vocabulary"
English,English as an Additional Language,Level BL,Listening and Speaking,Text structures and linguistic features,VC2EALBLL10,Use comprehensible pronunciation for familiar words,,"Saying a word when given its sounds, for example ‘lip’ for ‘l-i-p’ and ‘munch’ for ‘m-u-n-ch’"
