SubjectArea,Subject,Band,Unit,UnitASCode,StreamUnitASCode,AreaofStudy,ContentCode,ContentType,StreamHeader,ContentHeader,ContentDescription,Elaboration,Sequence
Humanities,Australian History,Year 12,Units 3 and 4,VCEHAUU34AS12,,,,UnitHeader,,Units 3 and 4: Australian History,,,0
Humanities,Australian History,Year 12,Units 3 and 4,VCEHAUU34AS12,,,,Paragraph,,Units 3 and 4: Australian History,"In Units 3 and 4 Australian History, students develop their understanding of the foundational and transformative ideas, perspectives and events in Australia's history and the complexity of continuity and change in the nation's story.",,1
Humanities,Australian History,Year 12,Units 3 and 4,VCEHAUU34AS12,,,,Paragraph,,Units 3 and 4: Australian History,"The study of Australian history is considered both within a national and a global context, particularly Aboriginal and Torres Strait Islander peoples and culture, a colonial settler society within the British Empire and as part of the Asia-Pacific region. Students come to understand that the history of Australia is contested and that the past continues to contribute to ongoing interpretations, debates and tensions in Australian society.",,2
Humanities,Australian History,Year 12,Units 3 and 4,VCEHAUU34AS12,,,,Paragraph,,Units 3 and 4: Australian History,"Aboriginal and Torres Strait Islander cultures are the oldest, continuous cultures in the world, having existed in Australia for at least 60,000 years. Their custodianship of Country led to the development of unique and sophisticated systems of land management, social structures, cultural beliefs and economic practices. European colonisation of Australia brought devastating and radical changes to Aboriginal and Torres Strait Islander peoples. Furthermore, the significant turning points such as European settlement, the gold rushes, Federation, the passage of social, political, and economic reforms, the world wars, the emergence of social movements and Aboriginal recognition and land rights have challenged and changed the social, political, economic, environmental and cultural features of the nation, contributing to development of a multicultural and democratic society. Students explore the factors that have contributed to Australia becoming a successful multicultural and democratic society. Throughout this study, students examine and discuss the experiences, perspectives and historical interpretations of Indigenous as well as non-Indigenous people.",,3
Humanities,Australian History,Year 12,Units 3 and 4,VCEHAUU34AS12,,,,Paragraph,,Units 3 and 4: Australian History,"In Units 3 and 4, students construct arguments about the past using historical sources (primary sources and historical interpretations) as evidence to analyse the continuities and changes, and evaluate the extent to which change occurred in the lives of Australians. Students investigate the significant turning points and trends in Australia's past to identify the causes, patterns, direction, pace, depth and impact of continuity and change in society. They consider the extent to which events, ideas, individuals, groups and movements contributed to, influenced and/or resisted change. They consider competing historical interpretations, debates and the diverse perspectives of people at the time and how they may have changed while others may have remained the same.",,4
Humanities,Australian History,Year 12,Units 3 and 4,VCEHAUU34AS12,,,,Paragraph,,Units 3 and 4: Australian History,"In developing a course, teachers select two historical investigations to be studied, one for Unit 3 and one for Unit 4 from the list below. The historical investigation selected in Unit 3, Area of
Study 1, must be selected for Unit 3, Area of Study 2. The historical investigation selected in Unit 4, Area of Study 1, must be selected for Unit 4, Area of Study 2.",,5
Humanities,Australian History,Year 12,Units 3 and 4,VCEHAUU34AS12,,,,Paragraph,,Units 3 and 4: Australian History,Select two historical investigations from the following:,,6
Humanities,Australian History,Year 12,Units 3 and 4,VCEHAUU34AS12,,,,Paragraph,,Units 3 and 4: Australian History,"From custodianship to the Anthropocene (60,000 BCE-2010)",,7
Humanities,Australian History,Year 12,Units 3 and 4,VCEHAUU34AS12,,,,Paragraph,,Units 3 and 4: Australian History,Creating a nation (1834-2008),,8
Humanities,Australian History,Year 12,Units 3 and 4,VCEHAUU34AS12,,,,Paragraph,,Units 3 and 4: Australian History,Power and resistance (1788-1998),,9
Humanities,Australian History,Year 12,Units 3 and 4,VCEHAUU34AS12,,,,Paragraph,,Units 3 and 4: Australian History,War and upheaval (1909-1992).,,10
Humanities,Australian History,Year 12,Units 3 and 4,VCEHAUU34AS1,,Area of Study 1 - Foundations,VCEHAUU34AS1F01,Descriptor,,Foundations,What were the foundations of continuity and change in Australia?,,1
Humanities,Australian History,Year 12,Units 3 and 4,VCEHAUU34AS1,,Area of Study 1 - Foundations,VCEHAUU34AS1F02,Descriptor,,Foundations,How did significant individuals and movements demand and/or resist change?,,2
Humanities,Australian History,Year 12,Units 3 and 4,VCEHAUU34AS1,,Area of Study 1 - Foundations,VCEHAUU34AS1F03,Descriptor,,Foundations,How were Australians challenged over time by ideas and events?,,3
Humanities,Australian History,Year 12,Units 3 and 4,VCEHAUU34AS1,,Area of Study 1 - Foundations,VCEHAUU34AS1F04,Descriptor,,Foundations,To what extent were there continuities and changes in Australian society?,,4
Humanities,Australian History,Year 12,Units 3 and 4,VCEHAUU34AS1,,Area of Study 1 - Foundations,VCEHAUU34AS1F05,Descriptor,,Foundations,How did Australians influence and experience continuity and change?,,5
Humanities,Australian History,Year 12,Units 3 and 4,VCEHAUU34AS1,,Area of Study 1 - Foundations,VCEHAUU34AS1F06,Descriptor,,Foundations,In this area of study students focus on the foundations of continuity and change in Australian history.,,6
Humanities,Australian History,Year 12,Units 3 and 4,VCEHAUU34AS1,,Area of Study 1 - Foundations,VCEHAUU34AS1F06,Elaboration,,Foundations,,"They consider how ideas, perspectives, events and the differing social, political and economic experiences may have triggered changes and the extent of continuity and change in Australia and among Australians.",7
Humanities,Australian History,Year 12,Units 3 and 4,VCEHAUU34AS1,,Area of Study 1 - Foundations,VCEHAUU34AS1F06,Elaboration,,Foundations,,"The revolutionary nature of the Australian experience is explored, including how the continent’s distinct environment and landscape has shaped and been shaped by human processes and actions, and the embrace of democratic experiments that placed Australia in the vanguard of individual and political rights and freedoms in the 19th and early 20th centuries.",8
Humanities,Australian History,Year 12,Units 3 and 4,VCEHAUU34AS1,,Area of Study 1 - Foundations,VCEHAUU34AS1F07,Descriptor,,Foundations,"Students examine the prominent trends, interactions and relationships between Aboriginal and Torres Strait Islander peoples, early European colonisers, settlers and migrants, as they debated how the new society should be governed and who should be excluded and included as citizens.",,9
Humanities,Australian History,Year 12,Units 3 and 4,VCEHAUU34AS1,,Area of Study 1 - Foundations,VCEHAUU34AS1F08,Descriptor,,Foundations,"Students explore significant moments in Australia’s history and consider the contributions of different individuals, groups and movements.",,10
Humanities,Australian History,Year 12,Units 3 and 4,VCEHAUU34AS1,,Area of Study 1 - Foundations,VCEHAUU34AS1F08,Elaboration,,Foundations,,"They analyse a variety of diverse and competing perspectives and historical interpretations, and evaluate the actions and responses of those who advocated for, challenged and/or resisted change.",11
Humanities,Australian History,Year 12,Units 3 and 4,VCEHAUU34AS1,,Area of Study 1 - Foundations,VCEHAUU34AS1F08,Elaboration,,Foundations,,"These include the struggles over political rights and freedoms, shifting conceptions of who is an Australian, ways of thinking that were shaped by and responded to the environment and its management, and Australia’s engagement in global and regional conflict.",12
Humanities,Australian History,Year 12,Units 3 and 4,VCEHAUU34AS1,,Area of Study 1 - Foundations,VCEHAUU34AS1F09,Descriptor,,Foundations,The key knowledge for this area of study in Units 3 and 4 comes from the following timeframes:,,13
Humanities,Australian History,Year 12,Units 3 and 4,VCEHAUU34AS1,,Area of Study 1 - Foundations,VCEHAUU34AS1F10,Descriptor,,Foundations,"From custodianship to the Anthropocene (60,000 BCE–1901)",,14
Humanities,Australian History,Year 12,Units 3 and 4,VCEHAUU34AS1,,Area of Study 1 - Foundations,VCEHAUU34AS1F11,Descriptor,,Foundations,Creating a nation (1834–1913),,15
Humanities,Australian History,Year 12,Units 3 and 4,VCEHAUU34AS1,,Area of Study 1 - Foundations,VCEHAUU34AS1F12,Descriptor,,Foundations,Power and resistance (1788–1913),,16
Humanities,Australian History,Year 12,Units 3 and 4,VCEHAUU34AS1,,Area of Study 1 - Foundations,VCEHAUU34AS1F13,Descriptor,,Foundations,War and upheaval (1909–1950),,17
Humanities,Australian History,Year 12,Units 3 and 4,VCEHAUU34AS1,,Area of Study 1 - Foundations,VCEHAUU34AS1F14,Descriptor,,Foundations,"On completion of this unit the student should be able to analyse the foundations of continuity and change in Australia, and evaluate the contribution of significant events, ideas, perspectives and experiences to continuity and change.",,18
Humanities,Australian History,Year 12,Units 3 and 4,VCEHAUU34AS1,,Area of Study 1 - Foundations,VCEHAUU34AS1F15,Descriptor,,Foundations,"To achieve this outcome the student will draw on key knowledge and key skills outlined in Area 
of Study 1.",,19
Humanities,Australian History,Year 12,Units 3 and 4,VCEHAUU34AS1,,Area of Study 1 - Foundations,VCEHAUU34AS1F16,Descriptor,,Foundations,Students investigate the historical role of humans in shaping the Australian landscape and ways in which the environment has influenced human activity.,,20
Humanities,Australian History,Year 12,Units 3 and 4,VCEHAUU34AS1,,Area of Study 1 - Foundations,VCEHAUU34AS1F16,Elaboration,,Foundations,,Aboriginal and Torres Strait Islander peoples managed and actively changed the land in response to the environmental features and conditions of the Australian continent.,21
Humanities,Australian History,Year 12,Units 3 and 4,VCEHAUU34AS1,,Area of Study 1 - Foundations,VCEHAUU34AS1F16,Elaboration,,Foundations,,Their perspectives towards land and sea are contrasted with colonisers and settlers whose different beliefs about and uses of land also changed the environment.,22
Humanities,Australian History,Year 12,Units 3 and 4,VCEHAUU34AS2,,Area of Study 2 - Transformations,VCEHAUU34AS2T01,Descriptor,,Transformations,What were the motivations for seeking continuity and change in modern Australia?,,1
Humanities,Australian History,Year 12,Units 3 and 4,VCEHAUU34AS2,,Area of Study 2 - Transformations,VCEHAUU34AS2T02,Descriptor,,Transformations,How did significant individuals and movements demand and/or resist change?,,2
Humanities,Australian History,Year 12,Units 3 and 4,VCEHAUU34AS2,,Area of Study 2 - Transformations,VCEHAUU34AS2T03,Descriptor,,Transformations,How were Australians challenged over time by events and ideas?,,3
Humanities,Australian History,Year 12,Units 3 and 4,VCEHAUU34AS2,,Area of Study 2 - Transformations,VCEHAUU34AS2T04,Descriptor,,Transformations,To what extent were there continuities and changes in Australian society?,,4
Humanities,Australian History,Year 12,Units 3 and 4,VCEHAUU34AS2,,Area of Study 2 - Transformations,VCEHAUU34AS2T05,Descriptor,,Transformations,How did Australians influence and experience continuity and change?,,5
Humanities,Australian History,Year 12,Units 3 and 4,VCEHAUU34AS2,,Area of Study 2 - Transformations,VCEHAUU34AS2T06,Descriptor,,Transformations,"In this area of study students focus on the extent to which Australia was transformed and changed by social, political and economic events, ideas, experiences and movements that took place after World War Two.",,6
