SubjectArea,Subject,Band,Unit,UnitASCode,StreamUnitASCode,AreaofStudy,StreamHeader,OutcomeCode,Outcome,OutcomeStudentType,OutcomeDescription,Type,Statement,ParentStatement,Level,Sequence
Humanities,Revolutions,Year 12,Units 3 and 4,VCEHRVU34AS1,,Area of Study 1 - Causes of revolution,,VCEHRVU34AS1O1KK,Outcome 1,Revolutions Students,,Key Knowledge,The American Revolution from 1754 to 4 July 1776 (French and Indian War to the signing of the Declaration of Independence 1776),,1,1
Humanities,Revolutions,Year 12,Units 3 and 4,VCEHRVU34AS1,,Area of Study 1 - Causes of revolution,,VCEHRVU34AS1O1KK,Outcome 1,Revolutions Students,,Key Knowledge,"The events and conditions that contributed to the outbreak of revolution, including the colonial experience, British mercantilist policy, the French and Indian War, British management of the colonies, the Proclamation Act, British tax revenue acts and colonial responses to these acts, objections to taxation without representation, the Boston Massacre, the Coercive Acts, Powder Alarms, the First and Second Continental Congress, battles of Lexington, Concord and Bunker Hill and the Declaration of Independence",,1,2
Humanities,Revolutions,Year 12,Units 3 and 4,VCEHRVU34AS1,,Area of Study 1 - Causes of revolution,,VCEHRVU34AS1O1KK,Outcome 1,Revolutions Students,,Key Knowledge,"The ideas that played a significant role in challenging the existing order, including the Enlightenment ideas: Natural Rights, Representative Government, Republicanism, and Liberty",,1,3
Humanities,Revolutions,Year 12,Units 3 and 4,VCEHRVU34AS1,,Area of Study 1 - Causes of revolution,,VCEHRVU34AS1O1KK,Outcome 1,Revolutions Students,,Key Knowledge,"The role of individuals in challenging or maintaining the power of the existing order, including King George III, George Washington, Samuel Adams, John Hancock, John Adams, Thomas Paine and Thomas Jefferson",,1,4
Humanities,Revolutions,Year 12,Units 3 and 4,VCEHRVU34AS1,,Area of Study 1 - Causes of revolution,,VCEHRVU34AS1O1KK,Outcome 1,Revolutions Students,,Key Knowledge,"The contribution of popular movements in mobilising society and challenging the existing order, including the Patriots, the Sons of Liberty, the Daughters of Liberty, the Committees of Correspondence and the Provincial Congresses.",,1,5
Humanities,Revolutions,Year 12,Units 3 and 4,VCEHRVU34AS1,,Area of Study 1 - Causes of revolution,,VCEHRVU34AS1O1KK,Outcome 1,Revolutions Students,,Key Knowledge,The French Revolution from 1774 to 4 August 1789 (Accession of Louis XVI to the throne to the night of the 4 August 1789),,1,6
Humanities,Revolutions,Year 12,Units 3 and 4,VCEHRVU34AS1,,Area of Study 1 - Causes of revolution,,VCEHRVU34AS1O1KK,Outcome 1,Revolutions Students,,Key Knowledge,"The events and conditions that contributed to the outbreak of revolution, including involvement in the American War of Independence, revolt of the Notables 1787-88, Day of Tiles, economic collapse and bankruptcy, the calling of the Estates-General and their regulation, the 'Cahiers de Doléances', political pamphlets, the harvest crisis and food shortage, Réveillon Riots, the events of the Estates-General, the storming of the Bastille, the 'Great Fear', and the night of the 4 August 1789",,1,7
Humanities,Revolutions,Year 12,Units 3 and 4,VCEHRVU34AS1,,Area of Study 1 - Causes of revolution,,VCEHRVU34AS1O1KK,Outcome 1,Revolutions Students,,Key Knowledge,"The ideas that played a significant role in challenging the existing order, including the attack on feudalism and Enlightenment ideas: the critique of privilege, the critique of absolute authority, attack on the Church and claims to popular sovereignty, and equality",,1,8
Humanities,Revolutions,Year 12,Units 3 and 4,VCEHRVU34AS1,,Area of Study 1 - Causes of revolution,,VCEHRVU34AS1O1KK,Outcome 1,Revolutions Students,,Key Knowledge,"The role of individuals in challenging or maintaining the power of the existing order, including Louis XVI and Marie Antoinette, Emmanuel Joseph Sieyès, Marquis de Lafayette and Jacques Necker",,1,9
Humanities,Revolutions,Year 12,Units 3 and 4,VCEHRVU34AS1,,Area of Study 1 - Causes of revolution,,VCEHRVU34AS1O1KK,Outcome 1,Revolutions Students,,Key Knowledge,"The contribution of popular movements in mobilising society and challenging the existing order, including the nobility, bourgeoisie, urban workers of Paris and peasants.",,1,10
Humanities,Revolutions,Year 12,Units 3 and 4,VCEHRVU34AS1,,Area of Study 1 - Causes of revolution,,VCEHRVU34AS1O1KK,Outcome 1,Revolutions Students,,Key Knowledge,The Russian Revolution from 1896 to October 1917 (Coronation of Tsar Nicholas II to the announcement of the Soviet government on 26 October 1917),,1,11
Humanities,Revolutions,Year 12,Units 3 and 4,VCEHRVU34AS1,,Area of Study 1 - Causes of revolution,,VCEHRVU34AS1O1KK,Outcome 1,Revolutions Students,,Key Knowledge,"The events and conditions that contributed to the outbreak of revolution, including institutional weaknesses and tensions in Tsarist Russia, economic and social inequalities, the Russo-Japanese War, Bloody Sunday, the October Manifesto, the Fundamental Laws, limitations of the Dumas, World War One, the February Revolution, the effectiveness of the Provisional Governments, The Dual Authority, Lenin's return and his April Theses, the July Days, the Kornilov Affair, and the events of October 1917",,1,12
Humanities,Revolutions,Year 12,Units 3 and 4,VCEHRVU34AS1,,Area of Study 1 - Causes of revolution,,VCEHRVU34AS1O1KK,Outcome 1,Revolutions Students,,Key Knowledge,"The ideas that played a significant role in challenging the existing order, including discontent with Tsarist autocracy, liberal ideas and reforms, Marxism and Marxism-Leninism",,1,13
Humanities,Revolutions,Year 12,Units 3 and 4,VCEHRVU34AS1,,Area of Study 1 - Causes of revolution,,VCEHRVU34AS1O1KK,Outcome 1,Revolutions Students,,Key Knowledge,"The role of individuals in challenging or maintaining the power of the existing order, including Tsar Nicholas II and Tsarina Alexandra, Pyotr Stolypin, Grigori Rasputin, Alexander Kerensky, Vladimir Lenin and Leon Trotsky",,1,14
Humanities,Revolutions,Year 12,Units 3 and 4,VCEHRVU34AS1,,Area of Study 1 - Causes of revolution,,VCEHRVU34AS1O1KK,Outcome 1,Revolutions Students,,Key Knowledge,"The contribution of popular movements in mobilising society and challenging the existing order, including workers' protests and peasants' uprisings, soldier and sailor mutinies, and the role of political parties: Socialist Revolutionaries, Bolsheviks and Mensheviks (SDs), Octobrists and Kadets.",,1,15
Humanities,Revolutions,Year 12,Units 3 and 4,VCEHRVU34AS1,,Area of Study 1 - Causes of revolution,,VCEHRVU34AS1O1KK,Outcome 1,Revolutions Students,,Key Knowledge,The Chinese Revolution from 1912 to 1949 (The founding of the Chinese Republic to the Communist victory in the Civil War in October 1949),,1,16
Humanities,Revolutions,Year 12,Units 3 and 4,VCEHRVU34AS1,,Area of Study 1 - Causes of revolution,,VCEHRVU34AS1O1KK,Outcome 1,Revolutions Students,,Key Knowledge,"The events and conditions that contributed to the outbreak of revolution, including challenges to the early Republican era, the First United Front, the Northern Expedition, the Shanghai Massacre, the Jiangxi Soviet (Kiangsi Soviet), the Nationalist Decade (the Nanjing Decade), the Long March, the Japanese occupation of Manchuria and the Sino-Japanese War, the Yan'an Soviet (Yenan Soviet), the Xian Incident and Second United Front, and the Civil War",,1,17
Humanities,Revolutions,Year 12,Units 3 and 4,VCEHRVU34AS1,,Area of Study 1 - Causes of revolution,,VCEHRVU34AS1O1KK,Outcome 1,Revolutions Students,,Key Knowledge,"The ideas that played a significant role in challenging the existing order, including Sun Yixian's (Sun Yat-sen's) Three Principles of the People, the New Culture Movement and Mao Zedong Thought (Maoism)",,1,18
Humanities,Revolutions,Year 12,Units 3 and 4,VCEHRVU34AS1,,Area of Study 1 - Causes of revolution,,VCEHRVU34AS1O1KK,Outcome 1,Revolutions Students,,Key Knowledge,"The role of individuals in challenging or maintaining the power of the existing order, including Yuan Shikai (Yuan Shih-k'ai), Sun Yixian (Sun Yat-sen), Jiang Jieshi (Chiang Kai-shek) and Mao Zedong (Mao Tse-tung)",,1,19
Humanities,Revolutions,Year 12,Units 3 and 4,VCEHRVU34AS1,,Area of Study 1 - Causes of revolution,,VCEHRVU34AS1O1KK,Outcome 1,Revolutions Students,,Key Knowledge,"The contribution of popular movements in mobilising society and challenging the existing order, including the New Culture and the May Fourth Movements, the New Life Movement, the Red Army, the Guomindang (Kuomintang) and the Chinese Communist Party.",,1,20
Humanities,Revolutions,Year 12,Units 3 and 4,VCEHRVU34AS1,,Area of Study 1 - Causes of revolution,,VCEHRVU34AS1O1KS,Outcome 1,Revolutions Students,,Key Skills,Ask and use a range of historical questions to explore the causes of the revolution,,1,1
Humanities,Revolutions,Year 12,Units 3 and 4,VCEHRVU34AS1,,Area of Study 1 - Causes of revolution,,VCEHRVU34AS1O1KS,Outcome 1,Revolutions Students,,Key Skills,Evaluate sources for use as evidence,,1,2
Humanities,Revolutions,Year 12,Units 3 and 4,VCEHRVU34AS1,,Area of Study 1 - Causes of revolution,,VCEHRVU34AS1O1KS,Outcome 1,Revolutions Students,,Key Skills,Analyse the perspectives of people during the development of the revolution and how perspectives changed and/or remained the same over time,,1,3
