SubjectArea,Subject,Band,UnitASCode,OverviewCode,Section,SectionHeader,ContentType,Description,URL,Sequence
Science,Environmental Science,Years 11 and 12,"VCEESU1AS1,VCEESU1AS2,VCEESU1AS3,VCEESU2AS1,VCEESU2AS2,VCEESU2AS3,VCEESU3AS1,VCEESU3AS2,VCEESU4AS1,VCEESU4AS2,VCEESU4AS3",VCEES12OVSC01,Scope of study,,Paragraph,"Environmental science is an interdisciplinary, investigative science that explores the interactions and interconnectedness between humans and their environments, and analyses the functions of both living and non-living elements that sustain Earth systems.",,1
Science,Environmental Science,Years 11 and 12,"VCEESU1AS1,VCEESU1AS2,VCEESU1AS3,VCEESU2AS1,VCEESU2AS2,VCEESU2AS3,VCEESU3AS1,VCEESU3AS2,VCEESU4AS1,VCEESU4AS2,VCEESU4AS3",VCEES12OVSC02,Scope of study,,Paragraph,"In VCE Environmental Science, Earth is understood as a set of four interrelated systems: the atmosphere, the biosphere, the hydrosphere and the lithosphere. This study explores how the relationships between these systems produce natural environmental change over a variety of time scales and how these systems respond to change and disruption. Students investigate the extent to which humans modify their environments and the consequences of these changes in local and global contexts with a focus on biodiversity, pollution, food and water security, climate change and energy use. Students examine the challenges and opportunities presented by selected environmental issues and case studies, and consider how different value systems, priorities, knowledge and regulatory frameworks affect environmental decision-making and planning for a sustainable future.",,2
Science,Environmental Science,Years 11 and 12,"VCEESU1AS1,VCEESU1AS2,VCEESU1AS3,VCEESU2AS1,VCEESU2AS2,VCEESU2AS3,VCEESU3AS1,VCEESU3AS2,VCEESU4AS1,VCEESU4AS2,VCEESU4AS3",VCEES12OVSC03,Scope of study,,Paragraph,"An important feature of undertaking a VCE science study is the opportunity for students to engage in a range of scientific investigation methodologies, to develop key science skills, and to interrogate the links between theory, knowledge and practice. Students work collaboratively as well as independently on a range of tasks involving controlled experiments, fieldwork, case studies, correlational studies, classification and identification, modelling, simulations, literature reviews, and the development of a product, process or system. Knowledge and application of the safety and ethical guidelines associated with undertaking investigations is integral to the study of VCE Environmental Science.",,3
Science,Environmental Science,Years 11 and 12,"VCEESU1AS1,VCEESU1AS2,VCEESU1AS3,VCEESU2AS1,VCEESU2AS2,VCEESU2AS3,VCEESU3AS1,VCEESU3AS2,VCEESU4AS1,VCEESU4AS2,VCEESU4AS3",VCEES12OVSC04,Scope of study,,Paragraph,"As well as increasing their understanding of scientific processes, students develop insights into how knowledge in environmental science has changed, and continues to change, in response to new evidence, discoveries and thinking. They develop capacities that enable them to critically assess the strengths and the limitations of science, respect evidence-based conclusions and gain an awareness of the ethical contexts of scientific endeavours, including sociocultural, economic, political and legal factors. Students consider the role of innovation and science in addressing contemporary environmental challenges.",,4
Science,Environmental Science,Years 11 and 12,"VCEESU1AS1,VCEESU1AS2,VCEESU1AS3,VCEESU2AS1,VCEESU2AS2,VCEESU2AS3,VCEESU3AS1,VCEESU3AS2,VCEESU4AS1,VCEESU4AS2,VCEESU4AS3",VCEES12OVRA01,Rationale,,Paragraph,"VCE Environmental Science enables students to explore the interrelationships between Earth's four systems. Students examine how past and current human activities affect the environment and how future challenges can be managed sustainably. In undertaking this study, students gain an understanding of the complexity of environmental decision-making, and how innovative responses to environmental challenges can reduce pressure on Earth's natural resources and ecosystem services.",,1
Science,Environmental Science,Years 11 and 12,"VCEESU1AS1,VCEESU1AS2,VCEESU1AS3,VCEESU2AS1,VCEESU2AS2,VCEESU2AS3,VCEESU3AS1,VCEESU3AS2,VCEESU4AS1,VCEESU4AS2,VCEESU4AS3",VCEES12OVRA02,Rationale,,Paragraph,"In VCE Environmental Science, students develop a range of scientific inquiry skills including practical experimentation, research and analytical skills, problem-solving skills including critical and creative thinking, and communication skills. Students pose questions, formulate hypotheses, conduct investigations, and analyse and critically interpret qualitative and quantitative data. They assess the limitations of data, evaluate methodologies and results, justify their conclusions, make recommendations and communicate their findings. Students investigate and evaluate environment-related issues, alternative proposals and responses to challenges by considering both short- and long-term consequences for the individual, the environment and society.",,2
Science,Environmental Science,Years 11 and 12,"VCEESU1AS1,VCEESU1AS2,VCEESU1AS3,VCEESU2AS1,VCEESU2AS2,VCEESU2AS3,VCEESU3AS1,VCEESU3AS2,VCEESU4AS1,VCEESU4AS2,VCEESU4AS3",VCEES12OVRA03,Rationale,,Paragraph,"VCE Environmental Science provides direct pathways to a range of careers related to atmospheric sciences, ecology, environmental chemistry and geosciences. The interdisciplinary nature of the study leads to pathways including, but not limited to, architecture, environmental law, engineering, environmental consultancy, environmental advocacy, government policy development, industrial management, landscape design, regional and urban planning, and teaching and research. Environmental scientists also work in cross-disciplinary solutions-oriented areas such as coastal management, climate risk management and disaster risk management.",,3
Science,Environmental Science,Years 11 and 12,"VCEESU1AS1,VCEESU1AS2,VCEESU1AS3,VCEESU2AS1,VCEESU2AS2,VCEESU2AS3,VCEESU3AS1,VCEESU3AS2,VCEESU4AS1,VCEESU4AS2,VCEESU4AS3",VCEES12OVAI01,Aims,,Paragraph,This study enables students to:,,1
Science,Environmental Science,Years 11 and 12,"VCEESU1AS1,VCEESU1AS2,VCEESU1AS3,VCEESU2AS1,VCEESU2AS2,VCEESU2AS3,VCEESU3AS1,VCEESU3AS2,VCEESU4AS1,VCEESU4AS2,VCEESU4AS3",VCEES12OVAI02,Aims,,Bullet,"Develop knowledge and understanding of Earth as a dynamic and complex set of four interrelated systems - atmosphere, biosphere, hydrosphere and lithosphere - that undergo natural change over various time scales and that affect, and are affected by, human activities",,2
Science,Environmental Science,Years 11 and 12,"VCEESU1AS1,VCEESU1AS2,VCEESU1AS3,VCEESU2AS1,VCEESU2AS2,VCEESU2AS3,VCEESU3AS1,VCEESU3AS2,VCEESU4AS1,VCEESU4AS2,VCEESU4AS3",VCEES12OVAI03,Aims,,Bullet,"Understand that sustainable, solutions-focused responses to environmental challenges involve innovative thinking as well as responsible decision-making that is influenced by both regulatory frameworks and the values, knowledge and priorities of multiple stakeholders",,3
