SubjectArea,Subject,Band,Unit,UnitASCode,AreaofStudy,Outcome,OutcomeCode,ExampleType,ContentType,ExampleText,ParentText,URLTitle,URL,Sequence
Science,Environmental Science,,,,,,,,Header,,Science - Environmental Science,Environmental Science - Teaching and Learning,https://www.vcaa.vic.edu.au/curriculum/vce-curriculum/vce-study-designs/environmental-science/teaching-and-learning-0,0
Science,Environmental Science,Year 11,Unit 1,VCEESU1,,,,,UnitHeading,Unit 1: How are Earth's dynamic systems interconnected to support life?,,,,1
Science,Environmental Science,Year 11,Unit 1,VCEESU1AS1,Area of Study 1 - How are Earth's systems organised and connected?,Outcome 1,,,OutcomeHeading,Outcome 1,,,,1
Science,Environmental Science,Year 11,Unit 1,VCEESU1AS1,Area of Study 1 - How are Earth's systems organised and connected?,Outcome 1,,,OutcomeDescription,"On completion of this unit the student should be able to describe the movement of energy and nutrients across Earth's four interrelated systems, and analyse how dynamic interactions among biotic and abiotic components of selected local and regional ecosystems contribute to their capacity to support life and sustain ecological integrity.",,,,2
Science,Environmental Science,Year 11,Unit 1,VCEESU1AS1,Area of Study 1 - How are Earth's systems organised and connected?,Outcome 1,,,SectionHeading,Examples of learning activities,,,,3
Science,Environmental Science,Year 11,Unit 1,VCEESU1AS1,Area of Study 1 - How are Earth's systems organised and connected?,Outcome 1,VCEESU1AS1O1KK,Activity,Paragraph,Key knowledge: Investigation of local ecosystems,,,,4
Science,Environmental Science,Year 11,Unit 1,VCEESU1AS1,Area of Study 1 - How are Earth's systems organised and connected?,Outcome 1,VCEESU1AS1O1KK,Activity,Bullet,"Fieldwork: Conduct a field study on the ecology of a habitat to produce valid data, including the use of quadrats and transects, to assess the abundance and distribution of organisms, including introduced species, and the measurement of specific abiotic factors; for example, solar energy input, climatic factors, topography and oxygen availability.",,,,5
Science,Environmental Science,Year 11,Unit 1,VCEESU1AS1,Area of Study 1 - How are Earth's systems organised and connected?,Outcome 1,VCEESU1AS1O1KK,Activity,Bullet,"Fieldwork: Conduct a nature scavenger hunt/bingo game where students work in pairs to take photographs that illustrate relationships between the biotic and abiotic components of a particular environment, taking safety precautions and following ethical guidelines in observing and handling living things. Relationships to be photographed in a bush environment may include, for example: a sign of insect activity (holes in leaves, anthills, tunneling in logs, empty caterpillar nests, plant galls, insect egg cases); a spider web with a trapped insect; an animal home or shelter; a sign of an animal having eaten something; a flower with a bee or other insect on it; seeds that could be dispersed by the wind; seeds that could be dispersed by animals (stuck to fur or ingested). Students may also take a photograph that illustrates a relationship not included in the scavenger hunt / bingo game. Students should annotate their photographs to explain the ecosystem relationships.",,,,6
Science,Environmental Science,Year 11,Unit 1,VCEESU1AS1,Area of Study 1 - How are Earth's systems organised and connected?,Outcome 1,VCEESU1AS1O1KS,Activity,Bullet,"Compare class observations of a single environmental phenomenon or ecosystem component and discuss why careful observation is important in scientific investigations; comment on the quote from Johann Wolfgang von Goethe (1749-1832) German poet, dramatist: 'We see only what we know'.",,,,7
Science,Environmental Science,Year 11,Unit 1,VCEESU1AS1,Area of Study 1 - How are Earth's systems organised and connected?,Outcome 1,VCEESU1AS1O1KK,Activity,Bullet,Classification and identification: Explore the questions: 'What is an ecosystem?' How are ecosystems different / similar in different parts of Earth - what structures / components (abiotic and biotic) and processes (interrelationships) do they have in common? Which are unique?,,,,8
Science,Environmental Science,Year 11,Unit 1,VCEESU1AS1,Area of Study 1 - How are Earth's systems organised and connected?,Outcome 1,VCEESU1AS1O1KS,Activity,Bullet,Conduct experiments to measure and compare abiotic and biotic factors in two different habitats in your schoolground.,,,,9
Science,Environmental Science,Year 11,Unit 1,VCEESU1AS1,Area of Study 1 - How are Earth's systems organised and connected?,Outcome 1,VCEESU1AS1O1KK,Activity,Bullet,"Record the population growth of duckweed (Lemna major) over a three-week period, generate and graph data, and discuss results in relation to the concept of 'carrying capacity'.",,,,10
Science,Environmental Science,Year 11,Unit 1,VCEESU1AS1,Area of Study 1 - How are Earth's systems organised and connected?,Outcome 1,VCEESU1AS1O1KS,Activity,Bullet,"Controlled experiment: Design and perform experiments to compare the quality of different water samples: pH; temperature; dissolved oxygen content; total dissolved solids; salinity; turbidity; nutrients in terms of nitrates, phosphates, sulfates; biological indicators in terms of various measures of macroinvertebrate or fish diversity.",,,,11
Science,Environmental Science,Year 11,Unit 1,VCEESU1AS1,Area of Study 1 - How are Earth's systems organised and connected?,Outcome 1,VCEESU1AS1O1KK,Activity,Bullet,Investigate changes in an abiotic factor on the survival of an organism.,,,,12
Science,Environmental Science,Year 11,Unit 1,VCEESU1AS1,Area of Study 1 - How are Earth's systems organised and connected?,Outcome 1,VCEESU1AS1O1KS,Activity,Bullet,Analyse and relate the measurement of specific abiotic factors to the distribution of organisms in a selected ecosystem.,,,,13
Science,Environmental Science,Year 11,Unit 1,VCEESU1AS1,Area of Study 1 - How are Earth's systems organised and connected?,Outcome 1,VCEESU1AS1O1KS,Activity,Bullet,Correlational study: Analyse and relate the measurement of specific abiotic factors to the distribution of organisms in a selected ecosystem.,,,,14
Science,Environmental Science,Year 11,Unit 1,VCEESU1AS1,Area of Study 1 - How are Earth's systems organised and connected?,Outcome 1,VCEESU1AS1O1KK,Activity,Bullet,Correlational study: Investigate the distribution patterns of mosses and algae in relation to orientation and altitude.,,,,15
Science,Environmental Science,Year 11,Unit 1,VCEESU1AS1,Area of Study 1 - How are Earth's systems organised and connected?,Outcome 1,VCEESU1AS1O1KS,Activity,Bullet,Classification and identification: Discuss what determines the classification of a plant as a 'weed': use the example of Echium plantagineum which is generally known as 'Paterson's curse' but in South Australia is called 'Salvation Jane'.,,,,16
Science,Environmental Science,Year 11,Unit 1,VCEESU1AS1,Area of Study 1 - How are Earth's systems organised and connected?,Outcome 1,VCEESU1AS1O1KK,Activity,Bullet,Fieldwork: Undertake fieldwork in a local environment involving sampling techniques and the use of quadrats and transects to investigate ecosystem relationships and functioning; for example:,,,,17
Science,Environmental Science,Year 11,Unit 1,VCEESU1AS1,Area of Study 1 - How are Earth's systems organised and connected?,Outcome 1,VCEESU1AS1O1KK,Activity,Bullet,Patterns of growth under trees,Fieldwork: Undertake fieldwork in a local environment involving sampling techniques and the use of quadrats and transects to investigate ecosystem relationships and functioning; for example:,,,18
Science,Environmental Science,Year 11,Unit 1,VCEESU1AS1,Area of Study 1 - How are Earth's systems organised and connected?,Outcome 1,VCEESU1AS1O1KK,Activity,Bullet,Distribution of flowering plants in a field,Fieldwork: Undertake fieldwork in a local environment involving sampling techniques and the use of quadrats and transects to investigate ecosystem relationships and functioning; for example:,,,19
Science,Environmental Science,Year 11,Unit 1,VCEESU1AS1,Area of Study 1 - How are Earth's systems organised and connected?,Outcome 1,VCEESU1AS1O1KK,Activity,Bullet,"Distribution of lichens, algae or moss on trees, rocks and other surfaces",Fieldwork: Undertake fieldwork in a local environment involving sampling techniques and the use of quadrats and transects to investigate ecosystem relationships and functioning; for example:,,,20
Science,Environmental Science,Year 11,Unit 1,VCEESU1AS1,Area of Study 1 - How are Earth's systems organised and connected?,Outcome 1,VCEESU1AS1O1KK,Activity,Bullet,Leaf size in plants growing in different light or soil conditions,Fieldwork: Undertake fieldwork in a local environment involving sampling techniques and the use of quadrats and transects to investigate ecosystem relationships and functioning; for example:,,,21
