SubjectArea,Subject,SubjectStreamCode,SubjectStreamName,Band,AssessmentType,AssessmentInformationDetails,AssessmentYears,UnitASCode,ExamReportCode,EQCode,SectionCode,SectionName,QuestionNumber,QuestionLabel,Marks,ContentType,Content,StimulusSource,Sequence
Humanities,Philosophy,,,Year 12,Final Exam,Exam Questions,2025,,VCEPH25ERA,,A,Section A,,,40,Header,Section A: Section A,,1
Humanities,Philosophy,,,Year 12,Final Exam,Exam Questions,2025,,VCEPH25ERA,,A,Section A,,,,SubHeader,Instructions,,2
Humanities,Philosophy,,,Year 12,Final Exam,Exam Questions,2025,,VCEPH25ERA,,A,Section A,,,,Instruction,Answer all questions in the spaces provided.,,3
Humanities,Philosophy,,,Year 12,Final Exam,Exam Questions,2025,,VCEPH25ERA,,A,Section A,,,,Instruction,Write your responses in English.,,4
Humanities,Philosophy,,,Year 12,Final Exam,Exam Questions,2025,,VCEPH25ERA,VCEPH25EQA1,A,Section A,1,Q1,10,Question,"You want if possible - and there is no madder 'if possible' - to abolish suffering; and we? - it
really does seem that we would rather increase it and make it worse than it has ever been! Wellbeing
as you understand it - that is no goal, that seems to us an end! A state which soon renders man
ludicrous and contemptible - which makes it desirable that he should perish! The discipline of
suffering, of great suffering - do you not know that it is this discipline alone which has created every
elevation of mankind hitherto? That tension of the soul in misfortune which cultivates its strength,
its terror at the sight of great destruction, its inventiveness and bravery in undergoing, enduring,
interpreting, exploiting misfortune, and whatever of depth, mystery, mask, spirit, cunning and
greatness has been bestowed upon it - has it not been bestowed through suffering, through the
discipline of great suffering?
Source: F Nietzsche, Beyond Good and Evil, Penguin Group, London, 2003, p. 155",,5
Humanities,Philosophy,,,Year 12,Final Exam,Exam Questions,2025,,VCEPH25ERA,VCEPH25EQA1,A,Section A,1a,Q1a,0,SubQuestion,"With reference to the passage above, explain how Nietzsche might respond to the view that
self-discipline is a key ingredient in the good life.",,6
Humanities,Philosophy,,,Year 12,Final Exam,Exam Questions,2025,,VCEPH25ERA,VCEPH25EQA1,A,Section A,1b,Q1b,0,SubQuestion,"How might one other thinker studied in Unit 3 respond to Nietzsche's view on the role of
self-discipline in the good life?",,7
Humanities,Philosophy,,,Year 12,Final Exam,Exam Questions,2025,,VCEPH25ERA,VCEPH25EQA1,A,Section A,1c,Q1c,0,SubQuestion,"What is the role of suffering in the good life? Provide your own justified response to this question.
Support your reasoning with an example.",,8
Humanities,Philosophy,,,Year 12,Final Exam,Exam Questions,2025,,VCEPH25ERA,VCEPH25EQA2,A,Section A,2,Q2,10,Question,"Distributive justice, the first type, organizes the allotment of public goods-honor, money, property.
It depends on a ""geometric"" or proportional notion of equality. For instance, two people get an equal
amount to eat for dinner when each is served a portion in proportion to his appetite. Although one
diner may get a larger serving than another, each will have been treated equally provided that in
each case the serving matches the appetite. Every type of regime has its own principle of desert for
deciding how to make proportional distributions: aristocracies, for instance, assign greater benefits
to nobly born citizens. Aristotle advocates instead an approach in which people receive benefits
from the public store equivalent to what they have given to it, and he consistently argues, for
instance, that the rich should contribute proportionally more wealth to the public store and receive
proportionally more honor in return. Honor is the good that the poor have to give.
Source: DS Allen, Talking to Strangers: Anxieties of Citizenship Since Brown v. Board of Education,
The University of Chicago Press, Chicago, 2006, pp. 121 and 122",,9
Humanities,Philosophy,,,Year 12,Final Exam,Exam Questions,2025,,VCEPH25ERA,VCEPH25EQA2,A,Section A,2a,Q2a,0,SubQuestion,"Consider the following viewpoint: 'Justice involves distributing society's goods unevenly.'
How would Allen draw on Aristotle's approach described in the passage above, to respond
to this viewpoint? Use a contemporary example of your own to support your response.",,10
