SubjectArea,Subject,Band,Unit,UnitASCode,StreamUnitASCode,AreaofStudy,ContentCode,ContentType,StreamHeader,ContentHeader,ContentDescription,Elaboration,Sequence
Performing Arts,Drama,Year 11,Unit 1,VCEDRU1AS12,,,,UnitHeader,,Unit 1: Introducing performance styles and contemporary drama practices,,,0
Performing Arts,Drama,Year 11,Unit 1,VCEDRU1AS12,,,,Paragraph,,Unit 1: Introducing performance styles and contemporary drama practices,"In this unit students study three or more performance styles from a range of social, historical, contemporary and cultural contexts. They examine the traditions of storytelling and devise performances telling stories that go beyond representations of reality. They incorporate and/or juxtapose a number of performance styles to make dramatic statements and create performances that are innovative, transformational and contemporary. They learn about contemporary drama practices that incorporate a range of conventions and devices for making dramatic works. Students use creative processes and play-making techniques to consider the specific purpose and intention of performance styles, and how conventions of those styles can be used in the work they devise and create for an audience.",,1
Performing Arts,Drama,Year 11,Unit 1,VCEDRU1AS12,,,,Paragraph,,Unit 1: Introducing performance styles and contemporary drama practices,"This unit focuses on creating, presenting and analysing a devised solo and/or ensemble performance that includes real and/or imagined characters and is based on stimulus material that reflects personal, cultural and/or community experiences and stories. Such stimulus material could include Aboriginal and Torres Strait Islander Peoples' stories, perspectives or experiences. This unit also involves analysis of a student's own devised work, and the analysis of work by professional drama practitioners and performers.",,2
Performing Arts,Drama,Year 11,Unit 1,VCEDRU1AS12,,,,Paragraph,,Unit 1: Introducing performance styles and contemporary drama practices,"Students apply play-making techniques to shape and give meaning to their performance. They manipulate expressive and performance skills in the creation and presentation of characters and develop awareness and understanding of how characters are portrayed within certain performance styles and in contemporary drama practices. They document the play-making techniques they use to explore and extract meaning from stimulus material, and document the exploration of production areas, dramatic elements, and conventions of selected performance styles.",,3
Performing Arts,Drama,Year 11,Unit 1,VCEDRU1AS12,,,,Paragraph,,Unit 1: Introducing performance styles and contemporary drama practices,"In this unit, the terms character, performance, story and style may be understood as one or more characters, performances, stories or styles.",,4
Performing Arts,Drama,Year 11,Unit 1,VCEDRU1AS12,,,,Paragraph,,Unit 1: Introducing performance styles and contemporary drama practices,Terms used in this study are defined on pages 12-16.,,5
Performing Arts,Drama,Year 11,Unit 1,VCEDRU1AS1,,Area of Study 1 - Creating a devised performance,VCEDRU1AS1CDP01,Descriptor,,Creating a devised performance,"In this area of study, students use play-making techniques to devise and develop solo performances and/or ensemble performances based on a range of stimulus material relevant to personal, cultural and/or community experiences and stories.",,1
Performing Arts,Drama,Year 11,Unit 1,VCEDRU1AS1,,Area of Study 1 - Creating a devised performance,VCEDRU1AS1CDP01,Elaboration,,Creating a devised performance,,Such stimulus material may include Aboriginal and Torres Strait Islander Peoples’ stories or perspectives.,2
Performing Arts,Drama,Year 11,Unit 1,VCEDRU1AS1,,Area of Study 1 - Creating a devised performance,VCEDRU1AS1CDP01,Elaboration,,Creating a devised performance,,Students explore three or more performance styles and draw on these to generate ideas when responding to a given structure and stimulus material.,3
Performing Arts,Drama,Year 11,Unit 1,VCEDRU1AS1,,Area of Study 1 - Creating a devised performance,VCEDRU1AS1CDP01,Elaboration,,Creating a devised performance,,They also focus on recording and documenting the play-making techniques used in the development of this performance work.,4
Performing Arts,Drama,Year 11,Unit 1,VCEDRU1AS1,,Area of Study 1 - Creating a devised performance,VCEDRU1AS1CDP02,Descriptor,,Creating a devised performance,"On completion of this unit, the student should be able to devise, demonstrate and document solo and/or ensemble drama works based on experiences and/or stories.",,5
Performing Arts,Drama,Year 11,Unit 1,VCEDRU1AS1,,Area of Study 1 - Creating a devised performance,VCEDRU1AS1CDP03,Descriptor,,Creating a devised performance,"To achieve this outcome, the student will draw on key knowledge and key skills outlined in Area of Study 1.",,6
Performing Arts,Drama,Year 11,Unit 1,VCEDRU1AS2,,Area of Study 2 - Presenting a devised performance,VCEDRU1AS2PDP01,Descriptor,,Presenting a devised performance,"In this area of study, students present to an audience devised solo and/or ensemble drama works based on stimulus material relevant to personal, cultural and/or community experiences and stories.",,1
Performing Arts,Drama,Year 11,Unit 1,VCEDRU1AS2,,Area of Study 2 - Presenting a devised performance,VCEDRU1AS2PDP01,Elaboration,,Presenting a devised performance,,The performance should be based on the work devised in Outcome 1.,2
Performing Arts,Drama,Year 11,Unit 1,VCEDRU1AS2,,Area of Study 2 - Presenting a devised performance,VCEDRU1AS2PDP01,Elaboration,,Presenting a devised performance,,"Students draw on these performance styles to present these stories, ideas and characters to an audience.",3
Performing Arts,Drama,Year 11,Unit 1,VCEDRU1AS2,,Area of Study 2 - Presenting a devised performance,VCEDRU1AS2PDP01,Elaboration,,Presenting a devised performance,,"They further explore and develop skills in establishing, maintaining and/or manipulating an actor–audience relationship.",4
Performing Arts,Drama,Year 11,Unit 1,VCEDRU1AS2,,Area of Study 2 - Presenting a devised performance,VCEDRU1AS2PDP02,Descriptor,,Presenting a devised performance,"On completion of this unit, the student should be able to perform devised works to an audience.",,5
Performing Arts,Drama,Year 11,Unit 1,VCEDRU1AS2,,Area of Study 2 - Presenting a devised performance,VCEDRU1AS2PDP03,Descriptor,,Presenting a devised performance,"To achieve this outcome, the student will draw on key knowledge and key skills outlined in Area of Study 2.",,6
Performing Arts,Drama,Year 11,Unit 1,VCEDRU1AS3,,Area of Study 3 - Analysing a devised performance,VCEDRU1AS3ADP01,Descriptor,,Analysing a devised performance,"In this area of study, students focus on observation, documentation and analysis of their own performance work completed in Outcomes 1 and 2.",,1
Performing Arts,Drama,Year 11,Unit 1,VCEDRU1AS3,,Area of Study 3 - Analysing a devised performance,VCEDRU1AS3ADP01,Elaboration,,Analysing a devised performance,,"They reflect upon documented work processes, applying relevant drama terminology.",2
Performing Arts,Drama,Year 11,Unit 1,VCEDRU1AS3,,Area of Study 3 - Analysing a devised performance,VCEDRU1AS3ADP01,Elaboration,,Analysing a devised performance,,"They demonstrate exploration and development of the use of expressive skills, performance skills, stimulus material, dramatic elements, conventions, production areas, performance styles, and approaches to character(s) in a devised performance.",3
Performing Arts,Drama,Year 11,Unit 1,VCEDRU1AS3,,Area of Study 3 - Analysing a devised performance,VCEDRU1AS3ADP02,Descriptor,,Analysing a devised performance,"On completion of this unit, the student should be able to describe, reflect on and analyse the exploration and development of a devised performance to an audience.",,4
Performing Arts,Drama,Year 11,Unit 1,VCEDRU1AS3,,Area of Study 3 - Analysing a devised performance,VCEDRU1AS3ADP03,Descriptor,,Analysing a devised performance,"To achieve this outcome, the student will draw on key knowledge and key skills outlined in Area of Study 3.",,5
Performing Arts,Drama,Year 11,Unit 1,VCEDRU1AS4,,Area of Study 4 - Analysing and evaluating a professional drama performance,VCEDRU1AS4AEPDP01,Descriptor,,Analysing and evaluating a professional drama performance,"In this area of study, students attend, observe, explain, analyse and evaluate a performance by professional drama practitioners/performers.",,1
Performing Arts,Drama,Year 11,Unit 1,VCEDRU1AS4,,Area of Study 4 - Analysing and evaluating a professional drama performance,VCEDRU1AS4AEPDP01,Elaboration,,Analysing and evaluating a professional drama performance,,Drama performances by students enrolled at a school may not be analysed for this outcome.,2
