SubjectArea,Subject,Band,UnitASCode,OverviewCode,Section,SectionHeader,ContentType,Description,URL,Sequence
English,English,Years 11 and 12,"VCEEU1AS1,VCEEU1AS2,VCEEU2AS1,VCEEU2AS2,VCEEU3AS1,VCEEU3AS2,VCEEU4AS1,VCEEU4AS2",VCEE12OVSC01,Scope of study,,Paragraph,VCE English and English as an Additional Language (EAL) focuses on how the English language is used to create meaning in print and digital texts of varying complexity.,,1
English,English,Years 11 and 12,"VCEEU1AS1,VCEEU1AS2,VCEEU2AS1,VCEEU2AS2,VCEEU3AS1,VCEEU3AS2,VCEEU4AS1,VCEEU4AS2",VCEE12OVSC02,Scope of study,,Paragraph,"Texts selected for study are drawn from the past and present, from Australia and from other cultures, and comprise many text types, including media texts, for analysis of argument.",,2
English,English,Years 11 and 12,"VCEEU1AS1,VCEEU1AS2,VCEEU2AS1,VCEEU2AS2,VCEEU3AS1,VCEEU3AS2,VCEEU4AS1,VCEEU4AS2",VCEE12OVSC03,Scope of study,,Paragraph,"The study is intended to meet the needs of students with a wide range of expectations and aspirations, including those for whom English is an additional language.",,3
English,English,Years 11 and 12,"VCEEU1AS1,VCEEU1AS2,VCEEU2AS1,VCEEU2AS2,VCEEU3AS1,VCEEU3AS2,VCEEU4AS1,VCEEU4AS2",VCEE12OVAI01,Aims,,Header,This study enables students to:,,1
English,English,Years 11 and 12,"VCEEU1AS1,VCEEU1AS2,VCEEU2AS1,VCEEU2AS2,VCEEU3AS1,VCEEU3AS2,VCEEU4AS1,VCEEU4AS2",VCEE12OVAI02,Aims,,Bullet,"extend their English language skills through reading, writing, speaking, listening, thinking and viewing to meet the demands of further study, the workplace, and their own needs and interests",,2
English,English,Years 11 and 12,"VCEEU1AS1,VCEEU1AS2,VCEEU2AS1,VCEEU2AS2,VCEEU3AS1,VCEEU3AS2,VCEEU4AS1,VCEEU4AS2",VCEE12OVAI03,Aims,,Bullet,"enhance their understanding, enjoyment and appreciation of the English language through all modes",,3
English,English,Years 11 and 12,"VCEEU1AS1,VCEEU1AS2,VCEEU2AS1,VCEEU2AS2,VCEEU3AS1,VCEEU3AS2,VCEEU4AS1,VCEEU4AS2",VCEE12OVAI04,Aims,,Bullet,"discuss, explore and analyse the form, purpose, context, text structures and language of texts from a range of styles and genres",,4
English,English,Years 11 and 12,"VCEEU1AS1,VCEEU1AS2,VCEEU2AS1,VCEEU2AS2,VCEEU3AS1,VCEEU3AS2,VCEEU4AS1,VCEEU4AS2",VCEE12OVAI05,Aims,,Bullet,"discuss, explore and analyse how culture, values and context underpin the construction of texts and how this can affect meaning and understanding",,5
English,English,Years 11 and 12,"VCEEU1AS1,VCEEU1AS2,VCEEU2AS1,VCEEU2AS2,VCEEU3AS1,VCEEU3AS2,VCEEU4AS1,VCEEU4AS2",VCEE12OVAI06,Aims,,Bullet,convey ideas and demonstrate insight convincingly and confidently,,6
English,English,Years 11 and 12,"VCEEU1AS1,VCEEU1AS2,VCEEU2AS1,VCEEU2AS2,VCEEU3AS1,VCEEU3AS2,VCEEU4AS1,VCEEU4AS2",VCEE12OVAI07,Aims,,Bullet,"create print, digital and spoken texts",,7
English,English,Years 11 and 12,"VCEEU1AS1,VCEEU1AS2,VCEEU2AS1,VCEEU2AS2,VCEEU3AS1,VCEEU3AS2,VCEEU4AS1,VCEEU4AS2",VCEE12OVAI08,Aims,,Bullet,"demonstrate the ability to make informed choices about the construction of texts in relation to purpose, audience and context.",,8
English,English,Years 11 and 12,"VCEEU1AS1,VCEEU1AS2,VCEEU2AS1,VCEEU2AS2",VCEE12OVLA01,Levels of achievement,Units 1 and 2,Subheader,,,1
English,English,Years 11 and 12,"VCEEU1AS1,VCEEU1AS2,VCEEU2AS1,VCEEU2AS2",VCEE12OVLA02,Levels of achievement,Units 1 and 2,Paragraph,"Procedures for the assessment of levels of achievement in Units 1 and 2 are a matter for school decision. Assessment of levels of achievement for these units will not be reported to the VCAA. Schools may choose to report levels of achievement using grades, descriptive statements or other indicators.",,2
English,English,Years 11 and 12,"VCEEU3AS1,VCEEU3AS2,VCEEU4AS1,VCEEU4AS2",VCEE12OVLA03,Levels of achievement,Units 3 and 4,Subheader,,,3
English,English,Years 11 and 12,"VCEEU3AS1,VCEEU3AS2,VCEEU4AS1,VCEEU4AS2",VCEE12OVLA04,Levels of achievement,Units 3 and 4,Paragraph,The VCAA specifies the assessment procedures for students undertaking scored assessment in Units 3 and 4. Designated assessment tasks are provided in the details for each unit in VCE study designs.,,4
English,English,Years 11 and 12,"VCEEU3AS1,VCEEU3AS2,VCEEU4AS1,VCEEU4AS2",VCEE12OVLA05,Levels of achievement,,Paragraph,"The student’s level of achievement in Units 3 and 4 will be determined by School-assessed Coursework (SAC) as specified in the VCE study design, and external assessment.",,5
English,English,Years 11 and 12,"VCEEU3AS1,VCEEU3AS2,VCEEU4AS1,VCEEU4AS2",VCEE12OVLA06,Levels of achievement,,Paragraph,"The VCAA will report the student’s level of achievement on each assessment component as a grade from
A+ to E or UG (ungraded). To receive a study score the student must achieve two or more graded assessments in the study and receive an S for both Units 3 and 4. The study score is reported on a scale
of 0–50; it is a measure of how well the student performed in relation to all others who completed the study. Teachers should refer to the current VCE Administrative Handbook for details on graded assessment and calculation of the study score. Percentage contributions to the study score in VCE English and English as an Additional Language (EAL) are as follows:",https://www.vcaa.vic.edu.au/administration/vce-vcal-handbook/Pages/index.aspx,6
English,English,Years 11 and 12,"VCEEU3AS1,VCEEU3AS2,VCEEU4AS1,VCEEU4AS2",VCEE12OVLA07,Levels of achievement,,Bullet,Unit 3 School-assessed Coursework: 25 per cent,,7
English,English,Years 11 and 12,"VCEEU3AS1,VCEEU3AS2,VCEEU4AS1,VCEEU4AS2",VCEE12OVLA08,Levels of achievement,,Bullet,Unit 4 School-assessed Coursework: 25 per cent,,8
English,English,Years 11 and 12,"VCEEU3AS1,VCEEU3AS2,VCEEU4AS1,VCEEU4AS2",VCEE12OVLA09,Levels of achievement,,Bullet,end-of-year examination: 50 per cent.,,9
English,English,Years 11 and 12,"VCEEU3AS1,VCEEU3AS2,VCEEU4AS1,VCEEU4AS2",VCEE12OVLA10,Levels of achievement,,Paragraph,Details of the assessment program are described in the sections on Units 3 and 4 in this study design.,,10
