SubjectArea,Subject,Band,UnitASCode,OverviewCode,Section,SectionHeader,ContentType,Description,URL,Sequence
Business and Economics,Legal Studies,Years 11 and 12,"VCELSU1AS1,VCELSU1AS2,VCELSU1AS3,VCELSU2AS1,VCELSU2AS2,VCELSU2AS3,VCELSU3AS1,VCELSU3AS2,VCELSU4AS1,VCELSU4AS2",VCELS12OVSC01,Scope of study,,Paragraph,"VCE Legal Studies examines the institutions and principles that are essential to the Australian legal system. Students develop an understanding of the rule of law, law-makers, legal institutions, the relationship between the people and the Australian Constitution, the protection of rights in Australia, and the Victorian justice system.",,1
Business and Economics,Legal Studies,Years 11 and 12,"VCELSU1AS1,VCELSU1AS2,VCELSU1AS3,VCELSU2AS1,VCELSU2AS2,VCELSU2AS3,VCELSU3AS1,VCELSU3AS2,VCELSU4AS1,VCELSU4AS2",VCELS12OVSC02,Scope of study,,Paragraph,"Through applying knowledge of legal concepts and principles to a range of actual and / or hypothetical scenarios, students develop an ability to use legal reasoning to argue a case for or against a party in a civil or criminal matter. They develop an appreciation of the ability of people to actively seek to influence changes in the law and analyse both the extent to which our legal institutions are effective, and whether the Victorian justice system achieves the principles of justice. For the purposes of this study, the principles of justice are fairness, equality and access:",,2
Business and Economics,Legal Studies,Years 11 and 12,"VCELSU1AS1,VCELSU1AS2,VCELSU1AS3,VCELSU2AS1,VCELSU2AS2,VCELSU2AS3,VCELSU3AS1,VCELSU3AS2,VCELSU4AS1,VCELSU4AS2",VCELS12OVSC03,Scope of study,,Bullet,Fairness: all people can participate in the justice system and its processes should be impartial and open,,3
Business and Economics,Legal Studies,Years 11 and 12,"VCELSU1AS1,VCELSU1AS2,VCELSU1AS3,VCELSU2AS1,VCELSU2AS2,VCELSU2AS3,VCELSU3AS1,VCELSU3AS2,VCELSU4AS1,VCELSU4AS2",VCELS12OVSC04,Scope of study,,Bullet,"Equality: all people engaging with the justice system and its processes should be treated in the same way; if the same treatment creates disparity or disadvantage, adequate measures should be implemented to allow all to engage with the justice system without disparity or disadvantage",,4
Business and Economics,Legal Studies,Years 11 and 12,"VCELSU1AS1,VCELSU1AS2,VCELSU1AS3,VCELSU2AS1,VCELSU2AS2,VCELSU2AS3,VCELSU3AS1,VCELSU3AS2,VCELSU4AS1,VCELSU4AS2",VCELS12OVSC05,Scope of study,,Bullet,Access: all people should be able to engage with the justice system and its processes on an informed basis.,,5
Business and Economics,Legal Studies,Years 11 and 12,"VCELSU1AS1,VCELSU1AS2,VCELSU1AS3,VCELSU2AS1,VCELSU2AS2,VCELSU2AS3,VCELSU3AS1,VCELSU3AS2,VCELSU4AS1,VCELSU4AS2",VCELS12OVRA01,Rationale,,Paragraph,In contemporary Australian society there are a range of laws existing to both protect the rights of individuals and to achieve social cohesion. These laws are made by bodies such as parliament and the courts and are upheld by a number of institutions and processes within the legal system. Members of a democratic society interact with laws and the legal system through many aspects of their lives and can also influence law makers.,,1
Business and Economics,Legal Studies,Years 11 and 12,"VCELSU1AS1,VCELSU1AS2,VCELSU1AS3,VCELSU2AS1,VCELSU2AS2,VCELSU2AS3,VCELSU3AS1,VCELSU3AS2,VCELSU4AS1,VCELSU4AS2",VCELS12OVRA02,Rationale,,Paragraph,"The study of VCE Legal Studies enables students to become active and informed citizens by providing valuable insight into their relationship with the law and the legal system. Students develop knowledge and skills to enhance their confidence and ability to access and participate in the legal system. They will learn to appreciate the underlying principles of the rule of law, how legal systems and processes aim to achieve social cohesion, as well as how they themselves can affect positive change to laws and the legal system. VCE Legal Studies equips students with an ability to research and analyse legal information and apply legal reasoning and decision-making skills. It also fosters critical thinking to solve legal problems. Further study in the legal field can lead to a broad range of career opportunities such as a solicitor, barrister, policy adviser, prosecutor, paralegal, legal assistant, as well as other careers in the courtroom, education and law enforcement.",,2
Business and Economics,Legal Studies,Years 11 and 12,"VCELSU1AS1,VCELSU1AS2,VCELSU1AS3,VCELSU2AS1,VCELSU2AS2,VCELSU2AS3,VCELSU3AS1,VCELSU3AS2,VCELSU4AS1,VCELSU4AS2",VCELS12OVAI01,Aims,,Paragraph,This study enables students to:,,1
Business and Economics,Legal Studies,Years 11 and 12,"VCELSU1AS1,VCELSU1AS2,VCELSU1AS3,VCELSU2AS1,VCELSU2AS2,VCELSU2AS3,VCELSU3AS1,VCELSU3AS2,VCELSU4AS1,VCELSU4AS2",VCELS12OVAI02,Aims,,Bullet,"Understand and apply legal terminology, principles and concepts",,2
Business and Economics,Legal Studies,Years 11 and 12,"VCELSU1AS1,VCELSU1AS2,VCELSU1AS3,VCELSU2AS1,VCELSU2AS2,VCELSU2AS3,VCELSU3AS1,VCELSU3AS2,VCELSU4AS1,VCELSU4AS2",VCELS12OVAI03,Aims,,Bullet,"Apply legal principles to actual and/or hypothetical scenarios, explore solutions to legal problems, and form reasoned conclusions",,3
