SubjectArea,Subject,Band,Unit,UnitASCode,StreamUnitASCode,AreaofStudy,StreamHeader,OutcomeCode,Outcome,OutcomeStudentType,OutcomeDescription,Type,Statement,ParentStatement,Level,Sequence
Business and Economics,Legal Studies,Year 11,Unit 1,VCELSU1AS1,,Area of Study 1 - Legal foundations,,VCELSU1AS1O1KK,Outcome 1,Legal Studies Students,,Key Knowledge,"The role of individuals, laws and the legal system in achieving social cohesion and protecting the rights of individuals",,1,1
Business and Economics,Legal Studies,Year 11,Unit 1,VCELSU1AS1,,Area of Study 1 - Legal foundations,,VCELSU1AS1O1KK,Outcome 1,Legal Studies Students,,Key Knowledge,"The principles of justice: fairness, equality and access",,1,2
Business and Economics,Legal Studies,Year 11,Unit 1,VCELSU1AS1,,Area of Study 1 - Legal foundations,,VCELSU1AS1O1KK,Outcome 1,Legal Studies Students,,Key Knowledge,"Characteristics of an effective law, such as reflecting society's values; is enforceable; is known; is clear and understood; and is stable",,1,3
Business and Economics,Legal Studies,Year 11,Unit 1,VCELSU1AS1,,Area of Study 1 - Legal foundations,,VCELSU1AS1O1KK,Outcome 1,Legal Studies Students,,Key Knowledge,An overview of the roles of the parliament and the courts and their relationship in law-making,,1,4
Business and Economics,Legal Studies,Year 11,Unit 1,VCELSU1AS1,,Area of Study 1 - Legal foundations,,VCELSU1AS1O1KK,Outcome 1,Legal Studies Students,,Key Knowledge,Sources of law such as common law and statute law,,1,5
Business and Economics,Legal Studies,Year 11,Unit 1,VCELSU1AS1,,Area of Study 1 - Legal foundations,,VCELSU1AS1O1KK,Outcome 1,Legal Studies Students,,Key Knowledge,"An overview of, and reasons for, the Victorian court hierarchy",,1,6
Business and Economics,Legal Studies,Year 11,Unit 1,VCELSU1AS1,,Area of Study 1 - Legal foundations,,VCELSU1AS1O1KK,Outcome 1,Legal Studies Students,,Key Knowledge,Types of law such as criminal law and civil law,,1,7
Business and Economics,Legal Studies,Year 11,Unit 1,VCELSU1AS1,,Area of Study 1 - Legal foundations,,VCELSU1AS1O1KK,Outcome 1,Legal Studies Students,,Key Knowledge,The distinction and relationship between criminal law and civil law.,,1,8
Business and Economics,Legal Studies,Year 11,Unit 1,VCELSU1AS1,,Area of Study 1 - Legal foundations,,VCELSU1AS1O1KS,Outcome 1,Legal Studies Students,,Key Skills,Define key legal terminology,,1,1
Business and Economics,Legal Studies,Year 11,Unit 1,VCELSU1AS1,,Area of Study 1 - Legal foundations,,VCELSU1AS1O1KS,Outcome 1,Legal Studies Students,,Key Skills,Research and analyse relevant information about the sources and types of laws,,1,2
Business and Economics,Legal Studies,Year 11,Unit 1,VCELSU1AS1,,Area of Study 1 - Legal foundations,,VCELSU1AS1O1KS,Outcome 1,Legal Studies Students,,Key Skills,Classify a law according to its source and type,,1,3
Business and Economics,Legal Studies,Year 11,Unit 1,VCELSU1AS1,,Area of Study 1 - Legal foundations,,VCELSU1AS1O1KS,Outcome 1,Legal Studies Students,,Key Skills,"Explain the role of individuals, laws and the legal system in achieving social cohesion and protecting the rights of individuals",,1,4
Business and Economics,Legal Studies,Year 11,Unit 1,VCELSU1AS1,,Area of Study 1 - Legal foundations,,VCELSU1AS1O1KS,Outcome 1,Legal Studies Students,,Key Skills,Explain the role of and relationship between parliament and the courts,,1,5
Business and Economics,Legal Studies,Year 11,Unit 1,VCELSU1AS1,,Area of Study 1 - Legal foundations,,VCELSU1AS1O1KS,Outcome 1,Legal Studies Students,,Key Skills,Justify the existence of the Victorian court hierarchy,,1,6
Business and Economics,Legal Studies,Year 11,Unit 1,VCELSU1AS1,,Area of Study 1 - Legal foundations,,VCELSU1AS1O1KS,Outcome 1,Legal Studies Students,,Key Skills,Discuss the principles of justice,,1,7
Business and Economics,Legal Studies,Year 11,Unit 1,VCELSU1AS1,,Area of Study 1 - Legal foundations,,VCELSU1AS1O1KS,Outcome 1,Legal Studies Students,,Key Skills,Evaluate the effectiveness of laws.,,1,8
Business and Economics,Legal Studies,Year 11,Unit 1,VCELSU1AS2,,Area of Study 2 - Proving guilt,,VCELSU1AS2O2KK,Outcome 2,Legal Studies Students,,Key Knowledge,The purposes of criminal law,,1,1
Business and Economics,Legal Studies,Year 11,Unit 1,VCELSU1AS2,,Area of Study 2 - Proving guilt,,VCELSU1AS2O2KK,Outcome 2,Legal Studies Students,,Key Knowledge,The presumption of innocence,,1,2
Business and Economics,Legal Studies,Year 11,Unit 1,VCELSU1AS2,,Area of Study 2 - Proving guilt,,VCELSU1AS2O2KK,Outcome 2,Legal Studies Students,,Key Knowledge,"Key concepts of criminal law, including:",,1,3
Business and Economics,Legal Studies,Year 11,Unit 1,VCELSU1AS2,,Area of Study 2 - Proving guilt,,VCELSU1AS2O2KK,Outcome 2,Legal Studies Students,,Key Knowledge,The elements of a crime: actus reus and mens rea,,1,4
Business and Economics,Legal Studies,Year 11,Unit 1,VCELSU1AS2,,Area of Study 2 - Proving guilt,,VCELSU1AS2O2KK,Outcome 2,Legal Studies Students,,Key Knowledge,Strict liability,,1,5
Business and Economics,Legal Studies,Year 11,Unit 1,VCELSU1AS2,,Area of Study 2 - Proving guilt,,VCELSU1AS2O2KK,Outcome 2,Legal Studies Students,,Key Knowledge,The age of criminal responsibility,,1,6
Business and Economics,Legal Studies,Year 11,Unit 1,VCELSU1AS2,,Area of Study 2 - Proving guilt,,VCELSU1AS2O2KK,Outcome 2,Legal Studies Students,,Key Knowledge,The burden of proof,,1,7
Business and Economics,Legal Studies,Year 11,Unit 1,VCELSU1AS2,,Area of Study 2 - Proving guilt,,VCELSU1AS2O2KK,Outcome 2,Legal Studies Students,,Key Knowledge,The standard of proof,,1,8
Business and Economics,Legal Studies,Year 11,Unit 1,VCELSU1AS2,,Area of Study 2 - Proving guilt,,VCELSU1AS2O2KK,Outcome 2,Legal Studies Students,,Key Knowledge,"Types of crime, such as crimes against the person and crimes against property",,1,9
Business and Economics,Legal Studies,Year 11,Unit 1,VCELSU1AS2,,Area of Study 2 - Proving guilt,,VCELSU1AS2O2KK,Outcome 2,Legal Studies Students,,Key Knowledge,The distinction between summary offences and indictable offences,,1,10
Business and Economics,Legal Studies,Year 11,Unit 1,VCELSU1AS2,,Area of Study 2 - Proving guilt,,VCELSU1AS2O2KK,Outcome 2,Legal Studies Students,,Key Knowledge,Possible participants in a crime such as principal offenders and accessories,,1,11
Business and Economics,Legal Studies,Year 11,Unit 1,VCELSU1AS2,,Area of Study 2 - Proving guilt,,VCELSU1AS2O2KK,Outcome 2,Legal Studies Students,,Key Knowledge,Two criminal offences and for each offence:,,1,12
Business and Economics,Legal Studies,Year 11,Unit 1,VCELSU1AS2,,Area of Study 2 - Proving guilt,,VCELSU1AS2O2KK,Outcome 2,Legal Studies Students,,Key Knowledge,The elements of the offence,,1,13
Business and Economics,Legal Studies,Year 11,Unit 1,VCELSU1AS2,,Area of Study 2 - Proving guilt,,VCELSU1AS2O2KK,Outcome 2,Legal Studies Students,,Key Knowledge,Possible defences,,1,14
Business and Economics,Legal Studies,Year 11,Unit 1,VCELSU1AS2,,Area of Study 2 - Proving guilt,,VCELSU1AS2O2KK,Outcome 2,Legal Studies Students,,Key Knowledge,Possible sanctions,,1,15
Business and Economics,Legal Studies,Year 11,Unit 1,VCELSU1AS2,,Area of Study 2 - Proving guilt,,VCELSU1AS2O2KK,Outcome 2,Legal Studies Students,,Key Knowledge,Trends and statistics in relation to the offence in Victoria and in one other Australian jurisdiction,,1,16
Business and Economics,Legal Studies,Year 11,Unit 1,VCELSU1AS2,,Area of Study 2 - Proving guilt,,VCELSU1AS2O2KK,Outcome 2,Legal Studies Students,,Key Knowledge,The possible impact of the offence on individuals and society.,,1,17
Business and Economics,Legal Studies,Year 11,Unit 1,VCELSU1AS2,,Area of Study 2 - Proving guilt,,VCELSU1AS2O2KS,Outcome 2,Legal Studies Students,,Key Skills,Define and use legal terminology,,1,1
Business and Economics,Legal Studies,Year 11,Unit 1,VCELSU1AS2,,Area of Study 2 - Proving guilt,,VCELSU1AS2O2KS,Outcome 2,Legal Studies Students,,Key Skills,Research and analyse relevant information about criminal law and offences,,1,2
Business and Economics,Legal Studies,Year 11,Unit 1,VCELSU1AS2,,Area of Study 2 - Proving guilt,,VCELSU1AS2O2KS,Outcome 2,Legal Studies Students,,Key Skills,"Distinguish between types of crime, and summary and indictable offences, using examples",,1,3
Business and Economics,Legal Studies,Year 11,Unit 1,VCELSU1AS2,,Area of Study 2 - Proving guilt,,VCELSU1AS2O2KS,Outcome 2,Legal Studies Students,,Key Skills,Explain the purposes and key concepts of criminal law,,1,4
