Band,Strand,Substrand,ContentCode,ContentDescription,Topic,Elaboration
Levels 9 and 10,Exploring,,VC2AMU10E01,"Investigate composers’ and performers’ use of elements of music, compositional devices and/or vocal and instrumental techniques to develop personal voice in music from a range of cultures, times, places and other contexts, including music by Aboriginal and Torres Strait Islander Peoples",,"Investigating ways that composers and performers use the elements of music and compositional devices, and work collaboratively to communicate ideas and create effects to influence or evoke an emotional response in audiences through observing and reviewing performances, focusing on how elements of music and compositional devices are used to structure compositions and how composers and/or performers manipulate elements of music to evoke an emotional response"
Levels 9 and 10,Exploring,,VC2AMU10E01,"Investigate composers’ and performers’ use of elements of music, compositional devices and/or vocal and instrumental techniques to develop personal voice in music from a range of cultures, times, places and other contexts, including music by Aboriginal and Torres Strait Islander Peoples",,"Investigating how composers and performers use instrumentation or instrumental techniques, for example by considering how dynamics and expressive techniques are being used or manipulated to communicate style-specific effects or extended techniques, and listening to a diverse range of music and comparing use of techniques or treatment of specific elements of music"
Levels 9 and 10,Exploring,,VC2AMU10E01,"Investigate composers’ and performers’ use of elements of music, compositional devices and/or vocal and instrumental techniques to develop personal voice in music from a range of cultures, times, places and other contexts, including music by Aboriginal and Torres Strait Islander Peoples",,Comparing ways that people in a range of contexts have used music in times of conflict and change
Levels 9 and 10,Exploring,,VC2AMU10E01,"Investigate composers’ and performers’ use of elements of music, compositional devices and/or vocal and instrumental techniques to develop personal voice in music from a range of cultures, times, places and other contexts, including music by Aboriginal and Torres Strait Islander Peoples",,Using viewpoints to ask questions when considering how composers and/or performers develop their personal style or work collaboratively
Levels 9 and 10,Exploring,,VC2AMU10E02,"Investigate ways musicians, including Aboriginal and Torres Strait Islander performers and/or composers, celebrate and challenge multiple perspectives of Australian identity through music",,"Examining innovation in the ways that Aboriginal and Torres Strait Islander composers and/or performers are contributing to Australian contemporary music, including intercultural collaborations"
Levels 9 and 10,Exploring,,VC2AMU10E02,"Investigate ways musicians, including Aboriginal and Torres Strait Islander performers and/or composers, celebrate and challenge multiple perspectives of Australian identity through music",,"Investigating how Aboriginal and Torres Strait Islander songwriters, performers and/or composers working in genres such as choral, orchestral or chamber music use music to share knowledge, educate, protest, advocate for change or express opinions and beliefs"
Levels 9 and 10,Exploring,,VC2AMU10E02,"Investigate ways musicians, including Aboriginal and Torres Strait Islander performers and/or composers, celebrate and challenge multiple perspectives of Australian identity through music",,"Considering intentions/motivations in music composed and/or performed by Aboriginal and Torres Strait Islander musicians that challenge people to act on issues such as climate change, environmental protection, social justice, racism or youth homelessness, for example music presented in a themed performance program"
Levels 9 and 10,Exploring,,VC2AMU10E02,"Investigate ways musicians, including Aboriginal and Torres Strait Islander performers and/or composers, celebrate and challenge multiple perspectives of Australian identity through music",,Using and annotating a map of Aboriginal and Torres Strait Islander language groups to identify where Aboriginal and Torres Strait Islander composers and/or performers are working and providing short descriptions of their music
Levels 9 and 10,Developing Practices,,VC2AMU10D01,"Develop, practise and refine the use of listening skills and style-specific vocal and instrumental skills and techniques to interpret music and communicate expressive effects",,"Working collaboratively to develop ensemble skills, such as listening carefully to establish and maintain balance across parts, for example when performing in a duo, trio, acoustic or amplified ensemble"
Levels 9 and 10,Developing Practices,,VC2AMU10D01,"Develop, practise and refine the use of listening skills and style-specific vocal and instrumental skills and techniques to interpret music and communicate expressive effects",,"Identifying challenging sections in music they are learning in solo or ensemble settings and developing necessary technical skills and stamina to control performance, achieve accuracy and fluency, and communicate stylistic understanding"
