Subject,Band,Strand,Substrand,ContentCode,ContentDescription,Topic,Elaboration
English,Foundation,Language,Language for interacting with others,VC2EFLA01,Explore how language is used differently at home and school depending on the relationships between people,,"Asking relevant questions, and expressing requests and opinions in ways that suit the contexts"
English,Foundation,Language,Language for interacting with others,VC2EFLA01,Explore how language is used differently at home and school depending on the relationships between people,,"Learning to use language according to the relationship between people, for example between a parent and a child, a teacher and a student, siblings or friends, shopkeepers and customers"
English,Foundation,Language,Language for interacting with others,VC2EFLA02,"Explore different ways of using language to express preferences, likes and dislikes",,Recognising how feelings and preferences might be communicated in speech and gesture
English,Foundation,Language,Language for interacting with others,VC2EFLA02,"Explore different ways of using language to express preferences, likes and dislikes",,"Recognising the ways that emotions and feelings can be conveyed in visual and media texts, for example in short film, advertising and animations"
English,Foundation,Language,Text structure and organisation,VC2EFLA03,"Understand that texts can take many forms, such as signs, books and digital texts",,"Comparing images in informative and narrative texts, and identifying similarities and differences"
English,Foundation,Language,Text structure and organisation,VC2EFLA03,"Understand that texts can take many forms, such as signs, books and digital texts",,"Comparing different ways that information might be presented, for example on a sign or in a set of instructions"
English,Foundation,Language,Text structure and organisation,VC2EFLA03,"Understand that texts can take many forms, such as signs, books and digital texts",,"Identifying different forms of texts in school, home and community settings, for example crossing signs, hand-washing signs, directions and product labels"
English,Foundation,Language,Text structure and organisation,VC2EFLA04,"Understand concepts about print in print and digital texts, including how books and simple digital texts are usually organised",,Learning that Standard Australian English in written texts is read from left to right and usually from the top to the bottom of the page
English,Foundation,Language,Text structure and organisation,VC2EFLA04,"Understand concepts about print in print and digital texts, including how books and simple digital texts are usually organised",,Identifying tabs in a digital text
English,Foundation,Language,Text structure and organisation,VC2EFLA04,"Understand concepts about print in print and digital texts, including how books and simple digital texts are usually organised",,Discussing the placement of images and words in text
English,Foundation,Language,Text structure and organisation,VC2EFLA04,"Understand concepts about print in print and digital texts, including how books and simple digital texts are usually organised",,Indicating the title of a book and where to start reading
English,Foundation,Language,Language for expressing and developing ideas,VC2EFLA05,Recognise that sentences are key units for expressing ideas,,"Learning that word order in sentences is important for meaning; for example, ‘The boy sat on the dog.’ is different from ‘The dog sat on the boy.’"
English,Foundation,Language,Language for expressing and developing ideas,VC2EFLA05,Recognise that sentences are key units for expressing ideas,,"Recognising the difference between a sentence fragment and a sentence, for example ‘after school’ compared to ‘Dad will pick me up after school.’"
English,Foundation,Language,Language for expressing and developing ideas,VC2EFLA06,Recognise that sentences are made up of groups of words that work together in particular ways to make meaning,,"Learning how words in a sentence relate to one another; for example, connecting ‘a cat’ (noun) to ‘ate’ (verb), or ‘black’ (adjective) to ‘a cat’ (noun)"
English,Foundation,Language,Language for expressing and developing ideas,VC2EFLA07,"Explore the contribution of images, words and sound to meaning in stories and informative texts",,Recognising that texts can be interpreted differently when only the words or only the images are read or viewed
English,Foundation,Language,Language for expressing and developing ideas,VC2EFLA07,"Explore the contribution of images, words and sound to meaning in stories and informative texts",,Identifying where written text is reflected in accompanying images and where written text is not captured in images
English,Foundation,Language,Language for expressing and developing ideas,VC2EFLA08,"Recognise and develop awareness of vocabulary used in familiar contexts related to everyday experiences, personal interests and topics taught at school",,"Engaging in imaginative play; for example, role-playing a shopkeeper and a customer"
English,Foundation,Language,Language for expressing and developing ideas,VC2EFLA08,"Recognise and develop awareness of vocabulary used in familiar contexts related to everyday experiences, personal interests and topics taught at school",,"Identifying words for a topic studied at school, for example words relevant to the topic of families"
