SubjectArea,Subject,Band,Unit,UnitASCode,StreamUnitASCode,AreaofStudy,StreamHeader,OutcomeCode,Outcome,OutcomeStudentType,OutcomeDescription,Type,Statement,ParentStatement,Level,Sequence
Humanities,Geography,Year 11,Unit 1,VCEGEU1AS1,,Area of Study 1 - Characteristics of hazards,,VCEGEU1AS1O1KK,Outcome 1,Geography Students,,Key Knowledge,The classification of types of hazards by their causes and the interconnections between causes,,1,1
Humanities,Geography,Year 11,Unit 1,VCEGEU1AS1,,Area of Study 1 - Characteristics of hazards,,VCEGEU1AS1O1KK,Outcome 1,Geography Students,,Key Knowledge,"An overview of hazards such as their global distribution, location, scale, frequency, sequence and magnitude, and their role in natural systems",,1,2
Humanities,Geography,Year 11,Unit 1,VCEGEU1AS1,,Area of Study 1 - Characteristics of hazards,,VCEGEU1AS1O1KK,Outcome 1,Geography Students,,Key Knowledge,The nature of at least two selected hazards:,,1,3
Humanities,Geography,Year 11,Unit 1,VCEGEU1AS1,,Area of Study 1 - Characteristics of hazards,,VCEGEU1AS1O1KK,Outcome 1,Geography Students,,Key Knowledge,The physical causes,,1,4
Humanities,Geography,Year 11,Unit 1,VCEGEU1AS1,,Area of Study 1 - Characteristics of hazards,,VCEGEU1AS1O1KK,Outcome 1,Geography Students,,Key Knowledge,"The location, scale, frequency, sequence, magnitude",,1,5
Humanities,Geography,Year 11,Unit 1,VCEGEU1AS1,,Area of Study 1 - Characteristics of hazards,,VCEGEU1AS1O1KK,Outcome 1,Geography Students,,Key Knowledge,The role of human activity in initiating and/or compounding the selected hazards and how this has changed over time,,1,6
Humanities,Geography,Year 11,Unit 1,VCEGEU1AS1,,Area of Study 1 - Characteristics of hazards,,VCEGEU1AS1O1KK,Outcome 1,Geography Students,,Key Knowledge,"The economic, social, political, environmental and cultural factors affecting the risk level for people, places and environments",,1,7
Humanities,Geography,Year 11,Unit 1,VCEGEU1AS1,,Area of Study 1 - Characteristics of hazards,,VCEGEU1AS1O1KK,Outcome 1,Geography Students,,Key Knowledge,"The environmental, economic, social and cultural impacts of the selected hazards and hazard events on people and environments",,1,8
Humanities,Geography,Year 11,Unit 1,VCEGEU1AS1,,Area of Study 1 - Characteristics of hazards,,VCEGEU1AS1O1KK,Outcome 1,Geography Students,,Key Knowledge,The spatial association of these factors and impacts and how they are interconnected,,1,9
Humanities,Geography,Year 11,Unit 1,VCEGEU1AS1,,Area of Study 1 - Characteristics of hazards,,VCEGEU1AS1O1KK,Outcome 1,Geography Students,,Key Knowledge,"The potential and realised positive and negative impacts on people and environments
in the short and long term",,1,10
Humanities,Geography,Year 11,Unit 1,VCEGEU1AS1,,Area of Study 1 - Characteristics of hazards,,VCEGEU1AS1O1KK,Outcome 1,Geography Students,,Key Knowledge,Comparison with similar hazards in other parts of the world,,1,11
Humanities,Geography,Year 11,Unit 1,VCEGEU1AS1,,Area of Study 1 - Characteristics of hazards,,VCEGEU1AS1O1KK,Outcome 1,Geography Students,,Key Knowledge,"The interconnection between the physical environment and human activities, including the impact of climate change",,1,12
Humanities,Geography,Year 11,Unit 1,VCEGEU1AS1,,Area of Study 1 - Characteristics of hazards,,VCEGEU1AS1O1KK,Outcome 1,Geography Students,,Key Knowledge,Applications of geospatial technologies by agencies in identification and assessment of impacts of hazards and hazard events.,,1,13
Humanities,Geography,Year 11,Unit 1,VCEGEU1AS1,,Area of Study 1 - Characteristics of hazards,,VCEGEU1AS1O1KS,Outcome 1,Geography Students,,Key Skills,"Collect, sort and process primary and secondary data using appropriate methods from fieldwork, including the use of geospatial technologies",,1,1
Humanities,Geography,Year 11,Unit 1,VCEGEU1AS1,,Area of Study 1 - Characteristics of hazards,,VCEGEU1AS1O1KS,Outcome 1,Geography Students,,Key Skills,"Interpret and analyse primary and secondary sources including maps, using appropriate methods such as Geographic Information Systems (GIS) and remote sensing, to develop descriptions and explanations",,1,2
Humanities,Geography,Year 11,Unit 1,VCEGEU1AS1,,Area of Study 1 - Characteristics of hazards,,VCEGEU1AS1O1KS,Outcome 1,Geography Students,,Key Skills,Identify contrasting hazards and hazard types,,1,3
Humanities,Geography,Year 11,Unit 1,VCEGEU1AS1,,Area of Study 1 - Characteristics of hazards,,VCEGEU1AS1O1KS,Outcome 1,Geography Students,,Key Skills,Describe the characteristics of selected hazards,,1,4
Humanities,Geography,Year 11,Unit 1,VCEGEU1AS1,,Area of Study 1 - Characteristics of hazards,,VCEGEU1AS1O1KS,Outcome 1,Geography Students,,Key Skills,"Describe and explain the causes, sequence and impacts of hazards and hazard events",,1,5
Humanities,Geography,Year 11,Unit 1,VCEGEU1AS1,,Area of Study 1 - Characteristics of hazards,,VCEGEU1AS1O1KS,Outcome 1,Geography Students,,Key Skills,"Evaluate the role of geospatial technologies in identification and assessment of the impacts
of hazards and hazard events.",,1,6
