SubjectArea,Subject,Band,UnitASCode,OverviewCode,Section,SectionHeader,ContentType,Description,URL,Sequence
Humanities,Geography,Years 11 and 12,"VCEGEU1AS1,VCEGEU1AS2,VCEGEU2AS1,VCEGEU2AS2,VCEGEU3AS1,VCEGEU3AS2,VCEGEU4AS1,VCEGEU4AS2",VCEGE12OVSC01,Scope of study,,Paragraph,"The study of Geography allows students to explore, analyse and come to understand the characteristics of places that make up our world. Geographers are interested in key questions concerning places and geographic phenomena: What is there? Where is it? Why is it there? What are the effects of it being there? How is it changing over time? How could, and should, it change in the future? How is it different from other places and phenomena? How are places and phenomena connected?",,1
Humanities,Geography,Years 11 and 12,"VCEGEU1AS1,VCEGEU1AS2,VCEGEU2AS1,VCEGEU2AS2,VCEGEU3AS1,VCEGEU3AS2,VCEGEU4AS1,VCEGEU4AS2",VCEGE12OVSC02,Scope of study,,Paragraph,"Students explore these questions through fieldwork, the use of geospatial technologies and investigation of a wide range of secondary sources. These methods underpin the development of a unique framework for understanding the world, enabling students to appreciate its complexity, the diversity and interactions of its environments, economies and cultures, and the processes that helped form and transform these.",,2
Humanities,Geography,Years 11 and 12,"VCEGEU1AS1,VCEGEU1AS2,VCEGEU2AS1,VCEGEU2AS2,VCEGEU3AS1,VCEGEU3AS2,VCEGEU4AS1,VCEGEU4AS2",VCEGE12OVSC03,Scope of study,,Paragraph,"Twelve key geographic concepts underpin the study - change, distance, distribution, environment, interconnection, movement, place, process, region, scale, spatial association and sustainability (see pages 6-8). Each area of study utilises these concepts to assist in the observation, description, interpretation, analysis and explanation of geographic phenomena. VCE Geography is designed around two key concepts: change and interconnection, emphasising increasing human interaction with environments, which has had, and continues to have, significant consequences.",,3
Humanities,Geography,Years 11 and 12,"VCEGEU1AS1,VCEGEU1AS2,VCEGEU2AS1,VCEGEU2AS2,VCEGEU3AS1,VCEGEU3AS2,VCEGEU4AS1,VCEGEU4AS2",VCEGE12OVSC04,Scope of study,,Paragraph,"VCE Geography enables students to examine natural and human induced phenomena, how and why they change, their interconnections and the patterns they form across the Earth's surface. In doing so, students develop a better understanding of their own place and its spaces and those in other parts of the world. These spatial perspectives, when integrated with historical, economic, ecological and cultural perspectives, deepen understanding of places and environments, and the human interactions with these.",,4
Humanities,Geography,Years 11 and 12,"VCEGEU1AS1,VCEGEU1AS2,VCEGEU2AS1,VCEGEU2AS2,VCEGEU3AS1,VCEGEU3AS2,VCEGEU4AS1,VCEGEU4AS2",VCEGE12OVRA01,Rationale,,Paragraph,"In VCE Geography students develop a range of skills, many of which employ geospatial and digital technologies. Investigative skills develop students' ability to conduct geographic study and inquiry including the collection of primary data through observation, surveys and fieldwork, and the collection of relevant secondary data and information. Interpretative and analytical skills enable students to interpret information presented in a variety of formats including maps, graphs, diagrams and images. These skills encourage students to critically evaluate information for its validity and reliability. Presentation and communication skills enable students to communicate their knowledge and understanding in a coherent, creative and effective manner, with the use of appropriate geographic terminology. The skills developed in investigation, collection of data, interpretation, analysis and communication of geographic information are enhanced through the use of geospatial technologies, both in the classroom and in the field. The geospatial industry is evolving and students with spatial skills continue to be in high demand, with the potential for a variety of career pathways.",,1
Humanities,Geography,Years 11 and 12,"VCEGEU1AS1,VCEGEU1AS2,VCEGEU2AS1,VCEGEU2AS2,VCEGEU3AS1,VCEGEU3AS2,VCEGEU4AS1,VCEGEU4AS2",VCEGE12OVAI01,Aims,,Paragraph,This study enables students to:,,1
Humanities,Geography,Years 11 and 12,"VCEGEU1AS1,VCEGEU1AS2,VCEGEU2AS1,VCEGEU2AS2,VCEGEU3AS1,VCEGEU3AS2,VCEGEU4AS1,VCEGEU4AS2",VCEGE12OVAI02,Aims,,Bullet,"Develop a sense of wonder and curiosity about people, culture and environments throughout the world",,2
Humanities,Geography,Years 11 and 12,"VCEGEU1AS1,VCEGEU1AS2,VCEGEU2AS1,VCEGEU2AS2,VCEGEU3AS1,VCEGEU3AS2,VCEGEU4AS1,VCEGEU4AS2",VCEGE12OVAI03,Aims,,Bullet,Develop knowledge and understanding of geographic phenomena at a range of temporal and spatial scales,,3
Humanities,Geography,Years 11 and 12,"VCEGEU1AS1,VCEGEU1AS2,VCEGEU2AS1,VCEGEU2AS2,VCEGEU3AS1,VCEGEU3AS2,VCEGEU4AS1,VCEGEU4AS2",VCEGE12OVAI04,Aims,,Bullet,"Understand and apply geographic concepts to develop their ability to think and communicate geographically, including change, distance, distribution, environment, interconnection, movement, place, process, region, scale, spatial association and sustainability",,4
Humanities,Geography,Years 11 and 12,"VCEGEU1AS1,VCEGEU1AS2,VCEGEU2AS1,VCEGEU2AS2,VCEGEU3AS1,VCEGEU3AS2,VCEGEU4AS1,VCEGEU4AS2",VCEGE12OVAI05,Aims,,Bullet,Develop an understanding of the complexity of natural and human induced geographic phenomena across the Earth's surface,,5
