SubjectArea,Subject,Band,Unit,UnitASCode,StreamUnitASCode,AreaofStudy,ContentCode,ContentType,StreamHeader,ContentHeader,ContentDescription,Elaboration,Sequence
Performing Arts,Theatre Studies,Year 11,Unit 1,VCETSU1AS12,,,,UnitHeader,,Unit 1: History of theatre styles and conventions pre-1945,,,0
Performing Arts,Theatre Studies,Year 11,Unit 1,VCETSU1AS12,,,,Paragraph,,Unit 1: History of theatre styles and conventions pre-1945,"This unit focuses on the application of acting, direction and design in relation to theatre styles and their conventions pre-1945, that is, from the era up to and including 1944. Students work in production roles with scripts from specific periods that fall between the beginning of theatre history until the end of 1944 focusing on at least two theatre styles, their conventions and histories. They study innovations in theatre production through the styles they explore and apply this knowledge to their interpretations of works.",,1
Performing Arts,Theatre Studies,Year 11,Unit 1,VCETSU1AS12,,,,Paragraph,,Unit 1: History of theatre styles and conventions pre-1945,"Students develop knowledge and skills about theatre production processes, including dramaturgy, planning, development, and performance to an audience, and they apply this knowledge and skill to their own work. They study safe, ethical, inclusive and sustainable (where possible, environmentally sustainable) working practices in theatre production.",,2
Performing Arts,Theatre Studies,Year 11,Unit 1,VCETSU1AS12,,,,Paragraph,,Unit 1: History of theatre styles and conventions pre-1945,"Theatre up to and including 1944 encompasses scripts from a wide range of styles including, but not limited to, Agitprop, Ancient Greek, Ancient Roman, Beijing Opera, Bunraku, Commedia Dell 'Arte, Epic Theatre (early works), Elizabethan, Expressionism, Kabuki, Liturgical, Medieval, Miracle plays, Musical theatre, Naturalism, Neoclassical, Noh, Melodrama, Realism, Surrealism, Theatre of Cruelty and Wayang Kulit Theatre.",,3
Performing Arts,Theatre Studies,Year 11,Unit 1,VCETSU1AS12,,,,Paragraph,,Unit 1: History of theatre styles and conventions pre-1945,Students begin to develop skills of performance analysis and apply these to the analysis of a play in performance.,,4
Performing Arts,Theatre Studies,Year 11,Unit 1,VCETSU1AS1,,Area of Study 1 - Exploring theatre styles and conventions pre-1945,VCETSU1AS1ETSCP01,Descriptor,,Exploring theatre styles and conventions pre-1945,"In this area of study, students explore theatre styles and their conventions pre-1945.",,1
Performing Arts,Theatre Studies,Year 11,Unit 1,VCETSU1AS1,,Area of Study 1 - Exploring theatre styles and conventions pre-1945,VCETSU1AS1ETSCP01,Elaboration,,Exploring theatre styles and conventions pre-1945,,They study two or more distinct theatre styles pre-1945 and the conventions and scripts associated with each selected style.,2
Performing Arts,Theatre Studies,Year 11,Unit 1,VCETSU1AS1,,Area of Study 1 - Exploring theatre styles and conventions pre-1945,VCETSU1AS1ETSCP01,Elaboration,,Exploring theatre styles and conventions pre-1945,,"Students study developments and innovations in theatre production as they learn about contexts, production roles and performance possibilities for each of the selected theatre styles.",3
Performing Arts,Theatre Studies,Year 11,Unit 1,VCETSU1AS1,,Area of Study 1 - Exploring theatre styles and conventions pre-1945,VCETSU1AS1ETSCP01,Elaboration,,Exploring theatre styles and conventions pre-1945,,"Through practical workshops, research and dramaturgy, students gain knowledge of how these styles shaped and contributed to the world of theatre pre-1945.",4
Performing Arts,Theatre Studies,Year 11,Unit 1,VCETSU1AS1,,Area of Study 1 - Exploring theatre styles and conventions pre-1945,VCETSU1AS1ETSCP02,Descriptor,,Exploring theatre styles and conventions pre-1945,"On completion of this unit, the student should be able to identify and describe distinguishing features of two or more theatre styles from pre-1945 and scripts associated with the selected styles.",,5
Performing Arts,Theatre Studies,Year 11,Unit 1,VCETSU1AS1,,Area of Study 1 - Exploring theatre styles and conventions pre-1945,VCETSU1AS1ETSCP03,Descriptor,,Exploring theatre styles and conventions pre-1945,"To achieve this outcome, the student will draw on key knowledge and key skills outlined in Area of Study 1.",,6
Performing Arts,Theatre Studies,Year 11,Unit 1,VCETSU1AS2,,Area of Study 2 - Interpreting scripts,VCETSU1AS2IS01,Descriptor,,Interpreting scripts,"In this area of study, students focus on the presentation of theatre scripts pre-1945.",,1
Performing Arts,Theatre Studies,Year 11,Unit 1,VCETSU1AS2,,Area of Study 2 - Interpreting scripts,VCETSU1AS2IS01,Elaboration,,Interpreting scripts,,They work in at least two production roles to interpret scripts from two or more distinct pre-1945 theatre styles.,2
Performing Arts,Theatre Studies,Year 11,Unit 1,VCETSU1AS2,,Area of Study 2 - Interpreting scripts,VCETSU1AS2IS01,Elaboration,,Interpreting scripts,,"Students study and apply relevant conventions of the styles and consider how work in production roles is informed by different theatre styles, their conventions and historical contexts.",3
Performing Arts,Theatre Studies,Year 11,Unit 1,VCETSU1AS2,,Area of Study 2 - Interpreting scripts,VCETSU1AS2IS01,Elaboration,,Interpreting scripts,,They learn about processes for developing characters through acting skills appropriate to the style.,4
Performing Arts,Theatre Studies,Year 11,Unit 1,VCETSU1AS2,,Area of Study 2 - Interpreting scripts,VCETSU1AS2IS01,Elaboration,,Interpreting scripts,,They consider audience culture and the influence of an audience on their work in production roles to enhance the interpretation of scripts.,5
Performing Arts,Theatre Studies,Year 11,Unit 1,VCETSU1AS2,,Area of Study 2 - Interpreting scripts,VCETSU1AS2IS02,Descriptor,,Interpreting scripts,"Throughout the production process, students will have opportunities to develop oral skills by participating in discussions and explaining how their work in production roles contributes to realising the production aims.",,6
Performing Arts,Theatre Studies,Year 11,Unit 1,VCETSU1AS2,,Area of Study 2 - Interpreting scripts,VCETSU1AS2IS02,Elaboration,,Interpreting scripts,,"They continue to study and apply elements of theatre composition and safe, ethical, inclusive and sustainable (where possible, environmentally sustainable) working practices in theatre production.",7
Performing Arts,Theatre Studies,Year 11,Unit 1,VCETSU1AS2,,Area of Study 2 - Interpreting scripts,VCETSU1AS2IS03,Descriptor,,Interpreting scripts,"For Area of Study 2, students must work effectively in at least two production roles.",,8
Performing Arts,Theatre Studies,Year 11,Unit 1,VCETSU1AS2,,Area of Study 2 - Interpreting scripts,VCETSU1AS2IS03,Elaboration,,Interpreting scripts,,The production roles for Area of Study 2 are:,9
Performing Arts,Theatre Studies,Year 11,Unit 1,VCETSU1AS2,,Area of Study 2 - Interpreting scripts,VCETSU1AS2IS04,Descriptor,,Interpreting scripts,actor,,10
Performing Arts,Theatre Studies,Year 11,Unit 1,VCETSU1AS2,,Area of Study 2 - Interpreting scripts,VCETSU1AS2IS05,Descriptor,,Interpreting scripts,director,,11
Performing Arts,Theatre Studies,Year 11,Unit 1,VCETSU1AS2,,Area of Study 2 - Interpreting scripts,VCETSU1AS2IS06,Descriptor,,Interpreting scripts,"designer – any one or more of costume, hair and make-up, props, set, lighting, sound.",,12
Performing Arts,Theatre Studies,Year 11,Unit 1,VCETSU1AS2,,Area of Study 2 - Interpreting scripts,VCETSU1AS2IS07,Descriptor,,Interpreting scripts,"On completion of this unit, the student should be able to work effectively in production roles to interpret scripts from two or more pre-1945 theatre styles.",,13
Performing Arts,Theatre Studies,Year 11,Unit 1,VCETSU1AS2,,Area of Study 2 - Interpreting scripts,VCETSU1AS2IS08,Descriptor,,Interpreting scripts,"To achieve this outcome, the student will draw on key knowledge and key skills outlined in Area of Study 2.",,14
Performing Arts,Theatre Studies,Year 11,Unit 1,VCETSU1AS3,,Area of Study 3 - Analysing a theatre production in performance,VCETSU1AS3ATPP01,Descriptor,,Analysing a theatre production in performance,"In this area of study, students focus on analysing a professional performance of a script.",,1
Performing Arts,Theatre Studies,Year 11,Unit 1,VCETSU1AS3,,Area of Study 3 - Analysing a theatre production in performance,VCETSU1AS3ATPP01,Elaboration,,Analysing a theatre production in performance,,"They attend a production of a play in performance and study the nature of performance analysis, including analysing audience culture, acting skills, directorial skills, design skills and the ways in which the historical contexts and conventions of theatre styles identified or implied in a script are interpreted in performance.",2
Performing Arts,Theatre Studies,Year 11,Unit 1,VCETSU1AS3,,Area of Study 3 - Analysing a theatre production in performance,VCETSU1AS3ATPP01,Elaboration,,Analysing a theatre production in performance,,Students study the use of theatre technologies and the elements of theatre composition in a professional theatre performance.,3
