SubjectArea,Subject,Band,Unit,UnitASCode,StreamUnitASCode,AreaofStudy,StreamHeader,OutcomeCode,Outcome,OutcomeStudentType,OutcomeDescription,Type,Statement,ParentStatement,Level,Sequence
Business and Economics,Economics,Year 11,Unit 1,VCEECU1AS1,,Area of Study 1 - Thinking like an economist,,VCEECU1AS1O1KK,Outcome 1,Economics Students,,Key Knowledge,Introductory concepts,,1,1
Business and Economics,Economics,Year 11,Unit 1,VCEECU1AS1,,Area of Study 1 - Thinking like an economist,,VCEECU1AS1O1KK,Outcome 1,Economics Students,,Key Knowledge,The two main branches of economics: microeconomics and macroeconomics,,1,2
Business and Economics,Economics,Year 11,Unit 1,VCEECU1AS1,,Area of Study 1 - Thinking like an economist,,VCEECU1AS1O1KK,Outcome 1,Economics Students,,Key Knowledge,The two main forms of economic analyses: positive economics and normative economics,,1,3
Business and Economics,Economics,Year 11,Unit 1,VCEECU1AS1,,Area of Study 1 - Thinking like an economist,,VCEECU1AS1O1KK,Outcome 1,Economics Students,,Key Knowledge,"Resources (factors of production such as land, labour and capital) used to satisfy needs and wants",,1,4
Business and Economics,Economics,Year 11,Unit 1,VCEECU1AS1,,Area of Study 1 - Thinking like an economist,,VCEECU1AS1O1KK,Outcome 1,Economics Students,,Key Knowledge,The basic economic problem of relative scarcity and the need for economic decision-making,,1,5
Business and Economics,Economics,Year 11,Unit 1,VCEECU1AS1,,Area of Study 1 - Thinking like an economist,,VCEECU1AS1O1KK,Outcome 1,Economics Students,,Key Knowledge,The concept and applications of opportunity cost,,1,6
Business and Economics,Economics,Year 11,Unit 1,VCEECU1AS1,,Area of Study 1 - Thinking like an economist,,VCEECU1AS1O1KK,Outcome 1,Economics Students,,Key Knowledge,"The production possibility model to illustrate the concepts of scarcity, choice, opportunity cost, efficiency and under-utilisation of resources",,1,7
Business and Economics,Economics,Year 11,Unit 1,VCEECU1AS1,,Area of Study 1 - Thinking like an economist,,VCEECU1AS1O1KK,Outcome 1,Economics Students,,Key Knowledge,The need for trade-offs and cost-benefit analysis and their relationship to opportunity cost,,1,8
Business and Economics,Economics,Year 11,Unit 1,VCEECU1AS1,,Area of Study 1 - Thinking like an economist,,VCEECU1AS1O1KK,Outcome 1,Economics Students,,Key Knowledge,"The three basic economic questions: what and how much to produce, how to produce, and for whom to produce",,1,9
Business and Economics,Economics,Year 11,Unit 1,VCEECU1AS1,,Area of Study 1 - Thinking like an economist,,VCEECU1AS1O1KK,Outcome 1,Economics Students,,Key Knowledge,"How different economic systems, including market economies, planned economies, mixed economies and traditional economic systems, may answer the three key economic questions",,1,10
Business and Economics,Economics,Year 11,Unit 1,VCEECU1AS1,,Area of Study 1 - Thinking like an economist,,VCEECU1AS1O1KK,Outcome 1,Economics Students,,Key Knowledge,"The three-sector circular flow model of the economy, including consumers/households, producers/businesses and government",,1,11
