SubjectArea,Subject,Band,Unit,UnitASCode,StreamUnitASCode,AreaofStudy,ContentCode,ContentType,StreamHeader,ContentHeader,ContentDescription,Elaboration,Sequence
Business and Economics,Economics,Year 11,Unit 1,VCEECU1AS12,,,,UnitHeader,,Unit 1: Economic decision-making,,,0
Business and Economics,Economics,Year 11,Unit 1,VCEECU1AS12,,,,Paragraph,,Unit 1: Economic decision-making,"Economics is a dynamic and constantly evolving field of social science, which looks at the way humans behave and the decisions made to meet the needs and wants of society. In this unit students explore their role in the economy, how they interact with businesses, and the role of the government in the economy. Students are introduced to and explore fundamental economic concepts. They examine basic economic models where consumers and businesses engage in mutually beneficial transactions, and investigate the motivations behind both consumer and business behaviour. They examine how individuals might respond to incentives. Students are encouraged to investigate contemporary examples and case studies to enhance their understanding of the introductory economics concepts.",,1
Business and Economics,Economics,Year 11,Unit 1,VCEECU1AS12,,,,Paragraph,,Unit 1: Economic decision-making,"Students use demand and supply models to explain changes in prices and quantities traded. Through close examination of one or more markets, they gain insight into the factors that may affect the way resources are allocated in an economy and how market power can affect efficiency and living standards.",,2
Business and Economics,Economics,Year 11,Unit 1,VCEECU1AS12,,,,Paragraph,,Unit 1: Economic decision-making,"Students consider the insights of behavioural economics and how those insights contrast with the traditional model of consumer behaviour. They investigate at least one behavioural economics experiment, and analyse how the theories and observations of behavioural economics have been used by government in planning and implementing policy, and by businesses in managing their relationships with consumers.",,3
Business and Economics,Economics,Year 11,Unit 1,VCEECU1AS1,,Area of Study 1 - Thinking like an economist,VCEECU1AS1TLE01,Descriptor,,Thinking like an economist,"Economics has an effect on everyone, irrespective of background.",,1
Business and Economics,Economics,Year 11,Unit 1,VCEECU1AS1,,Area of Study 1 - Thinking like an economist,VCEECU1AS1TLE01,Elaboration,,Thinking like an economist,,"In this area of study students begin to appreciate the contributions of economics as a discipline, investigate some of the factors that motivate people to act in the way they do and consider the consequences of their actions.",2
Business and Economics,Economics,Year 11,Unit 1,VCEECU1AS1,,Area of Study 1 - Thinking like an economist,VCEECU1AS1TLE01,Elaboration,,Thinking like an economist,,Every country is faced with the same basic economic problem: how are resources to be allocated to best meet the needs and wants of its people?,3
Business and Economics,Economics,Year 11,Unit 1,VCEECU1AS1,,Area of Study 1 - Thinking like an economist,VCEECU1AS1TLE01,Elaboration,,Thinking like an economist,,"Students investigate the key economic questions of what and how much to produce, how to produce and who gets to enjoy the benefits of what is produced.",4
Business and Economics,Economics,Year 11,Unit 1,VCEECU1AS1,,Area of Study 1 - Thinking like an economist,VCEECU1AS1TLE01,Elaboration,,Thinking like an economist,,"Students consider the roles of three key economic agents in the Australian economy: consumers, businesses and the government.",5
Business and Economics,Economics,Year 11,Unit 1,VCEECU1AS1,,Area of Study 1 - Thinking like an economist,VCEECU1AS1TLE01,Elaboration,,Thinking like an economist,,They consider the reasons why people might respond differently to incentives and how this can affect living standards.,6
Business and Economics,Economics,Year 11,Unit 1,VCEECU1AS1,,Area of Study 1 - Thinking like an economist,VCEECU1AS1TLE01,Elaboration,,Thinking like an economist,,Students are introduced to some of the tools economists have developed to help them undertake and analyse economic decision-making.,7
Business and Economics,Economics,Year 11,Unit 1,VCEECU1AS1,,Area of Study 1 - Thinking like an economist,VCEECU1AS1TLE02,Descriptor,,Thinking like an economist,"On completion of this unit the student should be able to describe the basic economic problem, discuss the role of consumers, businesses and the government in the economy, and analyse the factors that affect economic decision-making.",,8
Business and Economics,Economics,Year 11,Unit 1,VCEECU1AS1,,Area of Study 1 - Thinking like an economist,VCEECU1AS1TLE03,Descriptor,,Thinking like an economist,To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.,,9
Business and Economics,Economics,Year 11,Unit 1,VCEECU1AS2,,Area of Study 2 - Decision-making in markets,VCEECU1AS2DM01,Descriptor,,Decision-making in markets,The Australian economy predominantly uses the market-based system to allocate resources.,,1
Business and Economics,Economics,Year 11,Unit 1,VCEECU1AS2,,Area of Study 2 - Decision-making in markets,VCEECU1AS2DM01,Elaboration,,Decision-making in markets,,Markets are where goods and services are exchanged for a price.,2
Business and Economics,Economics,Year 11,Unit 1,VCEECU1AS2,,Area of Study 2 - Decision-making in markets,VCEECU1AS2DM01,Elaboration,,Decision-making in markets,,Producers/businesses and consumers engage in mutually beneficial transactions within the market with minimal government intervention.,3
Business and Economics,Economics,Year 11,Unit 1,VCEECU1AS2,,Area of Study 2 - Decision-making in markets,VCEECU1AS2DM02,Descriptor,,Decision-making in markets,One of the key tools used to explain how prices change and how resources are allocated is the ‘market mechanism’ – the basic demand and supply model.,,4
Business and Economics,Economics,Year 11,Unit 1,VCEECU1AS2,,Area of Study 2 - Decision-making in markets,VCEECU1AS2DM02,Elaboration,,Decision-making in markets,,Students develop skills in making predictions about the possible consequences of changes in markets.,5
Business and Economics,Economics,Year 11,Unit 1,VCEECU1AS2,,Area of Study 2 - Decision-making in markets,VCEECU1AS2DM02,Elaboration,,Decision-making in markets,,"They analyse the degree of competition in markets and the effect on prices, resource allocation and living standards.",6
Business and Economics,Economics,Year 11,Unit 1,VCEECU1AS2,,Area of Study 2 - Decision-making in markets,VCEECU1AS2DM02,Elaboration,,Decision-making in markets,,"Using contemporary case studies, students make connections between economic theory and the workings of different markets in the Australian and global economies.",7
