SubjectArea,Subject,Band,Unit,UnitASCode,StreamUnitASCode,AreaofStudy,ContentCode,ContentType,StreamHeader,ContentHeader,ContentDescription,Elaboration,Sequence
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS12,,,,UnitHeader,,Unit 1: Planning a business,,,0
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS12,,,,Paragraph,,Unit 1: Planning a business,"Businesses of all sizes are major contributors to the economic and social wellbeing of a nation. The ability of entrepreneurs to establish a business and the fostering of conditions under which new business ideas can emerge are vital for a nation's wellbeing. Taking a business idea and planning how to make it a reality are the cornerstones of economic and social development. In this unit students explore the factors affecting business ideas and the internal and external environments within which businesses operate, as well as the effect of these on planning a business. They also consider the importance of the business sector to the national economy and social wellbeing.",,1
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS1,,Area of Study 1 - The business idea,VCEBMU1AS1BI01,Descriptor,,The business idea,In this area of study students investigate the concept of entrepreneurship.,,1
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS1,,Area of Study 1 - The business idea,VCEBMU1AS1BI01,Elaboration,,The business idea,,They consider how business ideas are created and how conditions can be fostered for new business ideas to emerge.,2
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS1,,Area of Study 1 - The business idea,VCEBMU1AS1BI01,Elaboration,,The business idea,,"New business ideas come from a range of sources, such as identifying a gap in the market, technological developments and changing customer needs.",3
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS1,,Area of Study 1 - The business idea,VCEBMU1AS1BI01,Elaboration,,The business idea,,Students explore some of the considerations to be made before a business can be established as well as the importance of businesses to the national economy and social wellbeing.,4
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS1,,Area of Study 1 - The business idea,VCEBMU1AS1BI02,Descriptor,,The business idea,"On completion of this unit the student should be able to describe a process for creating and developing 
a business idea, and explain how innovative and entrepreneurial practices can contribute to the national economy and social wellbeing.",,5
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS1,,Area of Study 1 - The business idea,VCEBMU1AS1BI03,Descriptor,,The business idea,To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.,,6
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS2,,Area of Study 2 - Internal business environment and planning,VCEBMU1AS2IBEP01,Descriptor,,Internal business environment and planning,The internal environment affects the approach a business takes to planning and the extent to which planning is successful.,,1
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS2,,Area of Study 2 - Internal business environment and planning,VCEBMU1AS2IBEP01,Elaboration,,Internal business environment and planning,,"A business owner will generally have more control over the activities, functions and pressures that occur within the business.",2
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS2,,Area of Study 2 - Internal business environment and planning,VCEBMU1AS2IBEP01,Elaboration,,Internal business environment and planning,,"These factors, such as business models, legal business structures and staffing, will also be influenced to some extent by the external environment.",3
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS2,,Area of Study 2 - Internal business environment and planning,VCEBMU1AS2IBEP01,Elaboration,,Internal business environment and planning,,"Students explore the factors within the internal business environment and consider how planning decisions involving these factors may affect the ultimate success of a business, with success being measured by the extent to which business objectives are met within a specific timeframe.",4
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS2,,Area of Study 2 - Internal business environment and planning,VCEBMU1AS2IBEP02,Descriptor,,Internal business environment and planning,On completion of this unit the student should be able to describe the internal business environment and analyse how factors from within it may affect business planning.,,5
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS3,,Area of Study 3 - External business environment and planning,VCEBMU1AS3EBEP01,Descriptor,,External business environment and planning,The external environment consists of all elements outside a business that may act as pressures or forces on business operations.,,1
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS3,,Area of Study 3 - External business environment and planning,VCEBMU1AS3EBEP01,Elaboration,,External business environment and planning,,"Students consider factors from the external environment such as legal, political, social, economic, technological, global and corporate social responsibility factors and the effects these may have on the decisions made when planning a business.",2
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS3,,Area of Study 3 - External business environment and planning,VCEBMU1AS3EBEP02,Descriptor,,External business environment and planning,On completion of this unit the student should be able to describe the external environment of a business and explain how the macro and operating factors within it may affect business planning.,,3
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS3,,Area of Study 3 - External business environment and planning,VCEBMU1AS3EBEP03,Descriptor,,External business environment and planning,To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 3.,,4
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS3,,Area of Study 3 - External business environment and planning,VCEBMU1AS3EBEP04,Descriptor,,External business environment and planning,a case study analysis,,5
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS3,,Area of Study 3 - External business environment and planning,VCEBMU1AS3EBEP05,Descriptor,,External business environment and planning,short-answer and extended-answer structured questions,,6
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS3,,Area of Study 3 - External business environment and planning,VCEBMU1AS3EBEP06,Descriptor,,External business environment and planning,a business research report,,7
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS3,,Area of Study 3 - External business environment and planning,VCEBMU1AS3EBEP07,Descriptor,,External business environment and planning,development of a business plan and/or feasibility study,,8
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS3,,Area of Study 3 - External business environment and planning,VCEBMU1AS3EBEP08,Descriptor,,External business environment and planning,an interview with and a report on a chosen business,,9
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS3,,Area of Study 3 - External business environment and planning,VCEBMU1AS3EBEP09,Descriptor,,External business environment and planning,"a school-based, short-term business activity",,10
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS3,,Area of Study 3 - External business environment and planning,VCEBMU1AS3EBEP10,Descriptor,,External business environment and planning,a business simulation exercise,,11
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS3,,Area of Study 3 - External business environment and planning,VCEBMU1AS3EBEP11,Descriptor,,External business environment and planning,an essay,,12
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS3,,Area of Study 3 - External business environment and planning,VCEBMU1AS3EBEP12,Descriptor,,External business environment and planning,a business survey and analysis,,13
Business and Economics,Business Management,Year 11,Unit 1,VCEBMU1AS3,,Area of Study 3 - External business environment and planning,VCEBMU1AS3EBEP13,Descriptor,,External business environment and planning,a media analysis.,,14
Business and Economics,Business Management,Year 11,Unit 2,VCEBMU2AS12,,,,UnitHeader,,Unit 2: Establishing a business,,,0
Business and Economics,Business Management,Year 11,Unit 2,VCEBMU2AS12,,,,Paragraph,,Unit 2: Establishing a business,"This unit focuses on the establishment phase of a business. Establishing a business involves compliance with legal requirements as well as decisions about how best to establish a system of financial record keeping, staff the business and establish a customer base. In this unit students examine the legal requirements that must be met to establish a business. They investigate the essential features of effective marketing and consider the best way to meet the needs of the business in terms of staffing and financial record keeping. Students analyse management practices by applying key knowledge to contemporary business case studies from the past four years.",,1
Business and Economics,Business Management,Year 11,Unit 2,VCEBMU2AS1,,Area of Study 1 - Legal requirements and financial considerations,VCEBMU2AS1LRFC01,Descriptor,,Legal requirements and financial considerations,It is essential to deal with legal and financial matters when establishing a business.,,1
Business and Economics,Business Management,Year 11,Unit 2,VCEBMU2AS1,,Area of Study 1 - Legal requirements and financial considerations,VCEBMU2AS1LRFC01,Elaboration,,Legal requirements and financial considerations,,In this area of study students are introduced to the legal requirements and financial considerations that are vital in establishing a business.,2
Business and Economics,Business Management,Year 11,Unit 2,VCEBMU2AS1,,Area of Study 1 - Legal requirements and financial considerations,VCEBMU2AS1LRFC01,Elaboration,,Legal requirements and financial considerations,,They also consider the implications for the business if legal and financial requirements are not met.,3
Business and Economics,Business Management,Year 11,Unit 2,VCEBMU2AS1,,Area of Study 1 - Legal requirements and financial considerations,VCEBMU2AS1LRFC02,Descriptor,,Legal requirements and financial considerations,"On completion of this unit the student should be able to outline the key legal requirements and financial record-keeping considerations when establishing a business, and explain the importance of establishing effective policies and procedures to achieve compliance with these requirements.",,4
Business and Economics,Business Management,Year 11,Unit 2,VCEBMU2AS1,,Area of Study 1 - Legal requirements and financial considerations,VCEBMU2AS1LRFC03,Descriptor,,Legal requirements and financial considerations,To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.,,5
Business and Economics,Business Management,Year 11,Unit 2,VCEBMU2AS2,,Area of Study 2 - Marketing a business,VCEBMU2AS2MB01,Descriptor,,Marketing a business,Establishing a strong customer base for a business is an important component of success.,,1
Business and Economics,Business Management,Year 11,Unit 2,VCEBMU2AS2,,Area of Study 2 - Marketing a business,VCEBMU2AS2MB01,Elaboration,,Marketing a business,,"In this area 
of study students develop an understanding that marketing encompasses a wide range of management practices, from identifying the needs of the target market and creating a brand presence through to consideration of the 7Ps of marketing and the impact of rapidly changing technology on marketing practices.",2
