SubjectArea,Subject,SubjectStreamCode,SubjectStreamName,Band,AssessmentType,AssessmentInformationDetails,AssessmentYears,UnitASCode,ExamReportCode,EQCode,SectionCode,SectionName,QuestionNumber,QuestionLabel,Marks,ContentType,Content,StimulusSource,Sequence
Performing Arts,Theatre Studies,,,Year 12,Final Exam,Exam Questions,2025,"VCETSU3AS1,VCETSU3AS2,VCETSU3AS3,VCETSU4AS1,VCETSU4AS2,VCETSU4AS3",VCETS25ERA,,A,The Tempest,,,30,Header,Section A: The Tempest,,1
Performing Arts,Theatre Studies,,,Year 12,Final Exam,Exam Questions,2025,"VCETSU3AS1,VCETSU3AS2,VCETSU3AS3,VCETSU4AS1,VCETSU4AS2,VCETSU4AS3",VCETS25ERA,,A,The Tempest,,,,SubHeader,Instructions,,2
Performing Arts,Theatre Studies,,,Year 12,Final Exam,Exam Questions,2025,"VCETSU3AS1,VCETSU3AS2,VCETSU3AS3,VCETSU4AS1,VCETSU4AS2,VCETSU4AS3",VCETS25ERA,,A,The Tempest,,,,Instruction,Use the information in the Insert to answer the questions in Section A.,,3
Performing Arts,Theatre Studies,,,Year 12,Final Exam,Exam Questions,2025,"VCETSU3AS1,VCETSU3AS2,VCETSU3AS3,VCETSU4AS1,VCETSU4AS2,VCETSU4AS3",VCETS25ERA,,A,The Tempest,,,,Instruction,Answer all questions in the spaces provided.,,4
Performing Arts,Theatre Studies,,,Year 12,Final Exam,Exam Questions,2025,"VCETSU3AS1,VCETSU3AS2,VCETSU3AS3,VCETSU4AS1,VCETSU4AS2,VCETSU4AS3",VCETS25ERA,,A,The Tempest,,,,Instruction,Write your responses in English.,,5
Performing Arts,Theatre Studies,,,Year 12,Final Exam,Exam Questions,2025,"VCETSU3AS1,VCETSU3AS2,VCETSU3AS3,VCETSU4AS1,VCETSU4AS2,VCETSU4AS3",VCETS25ERA,VCETS25EQA1,A,The Tempest,1,Q1,20,Question,"Shade the box for one production role to interpret the production of The Tempest. This
production role must be different from the production role selected for Question 2.",,6
Performing Arts,Theatre Studies,,,Year 12,Final Exam,Exam Questions,2025,"VCETSU3AS1,VCETSU3AS2,VCETSU3AS3,VCETSU4AS1,VCETSU4AS2,VCETSU4AS3",VCETS25ERA,VCETS25EQA1,A,The Tempest,1,Q1,,QuestionOption,"1. actor
2. director
3. designer: costume
4. designer: hair and make-up
5. designer: props
6. designer: set
7. designer: lighting
8. designer: sound",,7
Performing Arts,Theatre Studies,,,Year 12,Final Exam,Exam Questions,2025,"VCETSU3AS1,VCETSU3AS2,VCETSU3AS3,VCETSU4AS1,VCETSU4AS2,VCETSU4AS3",VCETS25ERA,VCETS25EQA1,A,The Tempest,1,Q1,,QuestionHeader,Planning,,8
Performing Arts,Theatre Studies,,,Year 12,Final Exam,Exam Questions,2025,"VCETSU3AS1,VCETSU3AS2,VCETSU3AS3,VCETSU4AS1,VCETSU4AS2,VCETSU4AS3",VCETS25ERA,VCETS25EQA1,A,The Tempest,1,Q1,,Question,"Your production team will recontextualise The Tempest to reflect the attitudes, beliefs and
values of a contemporary Australian audience. The team might consider recontextualising
an aspect of the play such as character(s), setting(s), time period, plot points or any other
part of the play.
Shade the box(es) for one or more of the following themes from The Tempest that are
relevant to a contemporary Australian audience.",,9
Performing Arts,Theatre Studies,,,Year 12,Final Exam,Exam Questions,2025,"VCETSU3AS1,VCETSU3AS2,VCETSU3AS3,VCETSU4AS1,VCETSU4AS2,VCETSU4AS3",VCETS25ERA,VCETS25EQA1,A,The Tempest,1,Q1,,QuestionOption,"□ revenge and forgiveness
□ environmental challenges
□ freedom and restriction
□ use and misuse of power
□ colonisation",,10
