SubjectArea,Subject,Band,Unit,UnitASCode,StreamUnitASCode,AreaofStudy,ContentCode,ContentType,StreamHeader,ContentHeader,ContentDescription,Elaboration,Sequence
Humanities,Religion and Society,Year 11,Unit 1,VCERSU1AS12,,,,UnitHeader,,Unit 1: The role of religion in society,,,0
Humanities,Religion and Society,Year 11,Unit 1,VCERSU1AS12,,,,Paragraph,,Unit 1: The role of religion in society,"In this unit students explore the spiritual origins of religion and understand its role in the development of society, identifying the nature and purpose of religion over time. They investigate religion, including the totality of phenomena to which the term 'religion' refers, and acknowledge religion's contribution to the development of human society. They also focus on the role of spiritualities, religious traditions and religious denominations in shaping personal and group identity over time. Students examine how individuals, groups and new ideas have affected and continue to affect spiritualities, religious traditions and religious denominations. The unit provides an opportunity for students to understand the often complex relationships that exist between individuals, groups, new ideas, truth narratives, spiritualities and religious traditions broadly and in the Australian society in which they live.",,1
Humanities,Religion and Society,Year 11,Unit 1,VCERSU1AS12,,,,Paragraph,,Unit 1: The role of religion in society,"A range of examples is studied throughout the unit. For all areas of study, students explore detailed examples from more than one spirituality, religious tradition or religious denomination. These may be from one or more of the groups below. In addition, for Areas of Study 1 and 2 further shorter illustrative examples should be selected for study from across all the groups below:",,2
Humanities,Religion and Society,Year 11,Unit 1,VCERSU1AS12,,,,Paragraph,,Unit 1: The role of religion in society,Spiritualities of First Nations peoples (such as in Australia and Oceania; Africa; Canada and the rest of the Americas; Siberia and the rest of Russia; Scandinavia),,3
Humanities,Religion and Society,Year 11,Unit 1,VCERSU1AS12,,,,Paragraph,,Unit 1: The role of religion in society,"Spiritual and religious ideas in prehistory (associated with, for example, hunter-gatherer societies, Çatalhöyük, Göbekli Tepe, Jericho, Lascaux, Stonehenge)",,4
Humanities,Religion and Society,Year 11,Unit 1,VCERSU1AS12,,,,Paragraph,,Unit 1: The role of religion in society,"Religious traditions of ancient civilisations and empires (such as Babylonia, Canaan, Ancient China, Ancient Egypt, the Indus Valley civilisation, Ancient Rome, Sumer)",,5
Humanities,Religion and Society,Year 11,Unit 1,VCERSU1AS12,,,,Paragraph,,Unit 1: The role of religion in society,"Asian religious and philosophical traditions (such as Buddhism, Confucianism, Hinduism, Jainism, Shintoism, Sikhism, Taoism)",,6
Humanities,Religion and Society,Year 11,Unit 1,VCERSU1AS12,,,,Paragraph,,Unit 1: The role of religion in society,"Abrahamic religions (such as the Bahaʼi Faith, Christianity, Islam, Judaism).",,7
Humanities,Religion and Society,Year 11,Unit 1,VCERSU1AS12,,,,Paragraph,,Unit 1: The role of religion in society,"Students consider the aspects of religion on page 10 when investigating selected spiritualities, religious traditions and religion in general.",,8
Humanities,Religion and Society,Year 11,Unit 1,VCERSU1AS1,,Area of Study 1 - The nature and purpose of religion,VCERSU1AS1NPR01,Descriptor,,The nature and purpose of religion,"In this area of study students are introduced to the nature and purpose of religion in general, exploring the role of religion in shaping and giving meaning to individuals and communities.",,1
Humanities,Religion and Society,Year 11,Unit 1,VCERSU1AS1,,Area of Study 1 - The nature and purpose of religion,VCERSU1AS1NPR01,Elaboration,,The nature and purpose of religion,,"Religion has often been drawn on to provide explanations for all phenomena, offering a means for finding answers to the big questions of life and answering such questions.",2
Humanities,Religion and Society,Year 11,Unit 1,VCERSU1AS1,,Area of Study 1 - The nature and purpose of religion,VCERSU1AS1NPR01,Elaboration,,The nature and purpose of religion,,"Students examine the aspects of religion in general, and then apply the aspects of religion as a framework to further examine spiritualities, religious traditions and religious denominations.",3
Humanities,Religion and Society,Year 11,Unit 1,VCERSU1AS1,,Area of Study 1 - The nature and purpose of religion,VCERSU1AS1NPR01,Elaboration,,The nature and purpose of religion,,"They also study the interrelation of these aspects generally, and apply the aspects to spiritualities, religious traditions and religious denominations studied.",4
