SubjectArea,Subject,Band,Unit,UnitASCode,AreaofStudy,Outcome,OutcomeCode,ExampleType,ContentType,ExampleText,ParentText,URLTitle,URL,Sequence
Humanities,Religion and Society,,,,,,,,Header,,Humanities - Religion and Society,Religion and Society - Teaching and Learning,https://www.vcaa.vic.edu.au/curriculum/vce-curriculum/vce-study-designs/religion-and-society/teaching-and-learning,0
Humanities,Religion and Society,Year 11,Unit 1,VCERSU1,,,,,UnitHeading,Unit 1: The role of religion in society,,,,1
Humanities,Religion and Society,Year 11,Unit 1,VCERSU1AS1,Area of Study 1 - The nature and purpose of religion,Outcome 1,,,OutcomeHeading,Outcome 1,,,,1
Humanities,Religion and Society,Year 11,Unit 1,VCERSU1AS1,Area of Study 1 - The nature and purpose of religion,Outcome 1,,,OutcomeDescription,Discuss the nature and purpose of religion and examine the aspects of religion as they apply to selected examples.,,,,2
Humanities,Religion and Society,Year 11,Unit 1,VCERSU1AS1,Area of Study 1 - The nature and purpose of religion,Outcome 1,,,SectionHeading,Examples of learning activities,,,,3
Humanities,Religion and Society,Year 11,Unit 1,VCERSU1AS1,Area of Study 1 - The nature and purpose of religion,Outcome 1,VCERSU1AS1O1KK,Activity,Bullet,"Using a table where the first column lists the nine aspects, fill in the second column with an example from a religious tradition, religious denomination or spirituality. Allow only one example per aspect and no religious tradition, religious denomination or spiritualty can be included more than once.",,,,4
Humanities,Religion and Society,Year 11,Unit 1,VCERSU1AS1,Area of Study 1 - The nature and purpose of religion,Outcome 1,VCERSU1AS1O1KS,Activity,Bullet,"Discuss the nature and purpose of religious traditions, religious denominations and spiritualties using the nine aspects, formal definitions and targeted response questions. Create your own religious tradition, religious denomination or spiritualty.",,,,5
Humanities,Religion and Society,Year 11,Unit 1,VCERSU1AS1,Area of Study 1 - The nature and purpose of religion,Outcome 1,VCERSU1AS1O1KK,Activity,Bullet,"Investigate ancient civilisations and how they displayed their cultural identity. Evaluate the importance of drawings, carvings, building design and diet as indicators of the social and religious practice at the time. Examples of civilisations and archaeological finds to study include: Çatalhöyük, Göbekli Tepe, the Lascaux Cave, Stonehenge. Further research could be undertaken into the importance to First Nations peoples of returning Mungo Man to Country.",,,,6
Humanities,Religion and Society,Year 11,Unit 1,VCERSU1AS1,Area of Study 1 - The nature and purpose of religion,Outcome 1,VCERSU1AS1O1KK,Activity,Bullet,Research examples of religious or spiritual rituals from a wide range of past and present cultures. Investigate several of these rituals to determine how the other aspects inform and give meaning to these rituals. Display these using a mind map.,,,,7
Humanities,Religion and Society,Year 11,Unit 1,VCERSU1AS1,Area of Study 1 - The nature and purpose of religion,Outcome 1,VCERSU1AS1O1KK,Activity,Bullet,"Use aspects of religion to investigate the practice of pilgrimage in a range of religious traditions, religious denominations or spiritualties and present the findings. Include the origins and purpose of each pilgrimage and the way in which it takes place. Examples of pilgrimages include: the Camino, the Kotel (Western Wall), the Holy Land, Mecca, Lourdes, Fatima, Bodh Gaya, Atotonilco and the Golden Temple of Amritsar.",,,,8
