SubjectArea,Subject,SubjectStreamCode,SubjectStreamName,Band,AssessmentType,AssessmentInformationDetails,AssessmentYears,UnitASCode,ExamReportCode,EQCode,SectionCode,SectionName,QuestionNumber,QuestionLabel,Marks,ContentType,Content,StimulusSource,Sequence
Humanities,Ancient History,,,Year 12,Final Exam,Exam Questions,2024,"VCEHAU3AS1,VCEHAU3AS2",VCEHA24ERA,,A,Short-answer questions,,,50,Header,Section A: Short-answer questions,,1
Humanities,Ancient History,,,Year 12,Final Exam,Exam Questions,2024,"VCEHAU3AS1,VCEHAU3AS2",VCEHA24ERA,,A,Short-answer questions,,,,SubHeader,Instructions,,2
Humanities,Ancient History,,,Year 12,Final Exam,Exam Questions,2024,"VCEHAU3AS1,VCEHAU3AS2",VCEHA24ERA,,A,Short-answer questions,,,,Instruction,Write your responses in English.,,3
Humanities,Ancient History,,,Year 12,Final Exam,Exam Questions,2024,"VCEHAU3AS1,VCEHAU3AS2",VCEHA24ERA,VCEHA24EQA1,A,Short-answer questions,1,Q1,25,Question,"Egypt
Refer to pages 2-3 in the Sources Book when responding to this question.",,4
Humanities,Ancient History,,,Year 12,Final Exam,Exam Questions,2024,"VCEHAU3AS1,VCEHAU3AS2",VCEHA24ERA,VCEHA24EQA1,A,Short-answer questions,1a,Q1a,3,SubQuestion,"Using Source 1, outline how Thutmosis Ill contributed to the power of Egypt.",,5
Humanities,Ancient History,,,Year 12,Final Exam,Exam Questions,2024,"VCEHAU3AS1,VCEHAU3AS2",VCEHA24ERA,VCEHA24EQA1,A,Short-answer questions,1b,Q1b,5,SubQuestion,"Using Source 2 and your own knowledge, explain how funerary customs and religious
practices changed in New Kingdom Egypt.",,6
Humanities,Ancient History,,,Year 12,Final Exam,Exam Questions,2024,"VCEHAU3AS1,VCEHAU3AS2",VCEHA24ERA,VCEHA24EQA1,A,Short-answer questions,1c,Q1c,4,SubQuestion,"Using your own knowledge, describe how Rameses Il contributed to commerce, trade
and tribute in the Near East and East Africa.",,7
Humanities,Ancient History,,,Year 12,Final Exam,Exam Questions,2024,"VCEHAU3AS1,VCEHAU3AS2",VCEHA24ERA,VCEHA24EQA1,A,Short-answer questions,1d,Q1d,5,SubQuestion,"Using Source 3 and your own knowledge, explain the status of women in
New Kingdom Egypt.",,8
Humanities,Ancient History,,,Year 12,Final Exam,Exam Questions,2024,"VCEHAU3AS1,VCEHAU3AS2",VCEHA24ERA,VCEHA24EQA1,A,Short-answer questions,1e,Q1e,8,SubQuestion,"Analyse how Amenhotep Il and Akhenaten used building projects for political and
social purposes. Use evidence to support your response.",,9
Humanities,Ancient History,,,Year 12,Final Exam,Exam Questions,2024,"VCEHAU3AS1,VCEHAU3AS2",VCEHA24ERA,VCEHA24EQA2,A,Short-answer questions,2,Q2,25,Question,"Greece
Refer to pages 4-5 in the Sources Book when responding to this question.",,10
Humanities,Ancient History,,,Year 12,Final Exam,Exam Questions,2024,"VCEHAU3AS1,VCEHAU3AS2",VCEHA24ERA,VCEHA24EQA2,A,Short-answer questions,2a,Q2a,3,SubQuestion,"Using Source 4, outline the features of tyranny in Ancient Greece.",,11
Humanities,Ancient History,,,Year 12,Final Exam,Exam Questions,2024,"VCEHAU3AS1,VCEHAU3AS2",VCEHA24ERA,VCEHA24EQA2,A,Short-answer questions,2b,Q2b,5,SubQuestion,"Using Source 5 and your own knowledge, explain the role and status of women in
Ancient Greece.",,12
Humanities,Ancient History,,,Year 12,Final Exam,Exam Questions,2024,"VCEHAU3AS1,VCEHAU3AS2",VCEHA24ERA,VCEHA24EQA2,A,Short-answer questions,2c,Q2c,4,SubQuestion,"Using your own knowledge, describe how Solon changed the political structure
of Athens.",,13
Humanities,Ancient History,,,Year 12,Final Exam,Exam Questions,2024,"VCEHAU3AS1,VCEHAU3AS2",VCEHA24ERA,VCEHA24EQA2,A,Short-answer questions,2d,Q2d,5,SubQuestion,"Using Source 6 and your own knowledge, explain how Cleon's political leadership
influenced Athenian involvement in the Archidamian War (431-421 BCE).",,14
Humanities,Ancient History,,,Year 12,Final Exam,Exam Questions,2024,"VCEHAU3AS1,VCEHAU3AS2",VCEHA24ERA,VCEHA24EQA2,A,Short-answer questions,2e,Q2e,8,SubQuestion,"Evaluate how beneficial it was for a Greek city-state to be a member of the Delian
League after 460 BCE. Use evidence to support your response.",,15
Humanities,Ancient History,,,Year 12,Final Exam,Exam Questions,2024,"VCEHAU3AS1,VCEHAU3AS2",VCEHA24ERA,VCEHA24EQA3,A,Short-answer questions,3,Q3,25,Question,"Rome
Refer to pages 6-7 in the Sources Book when responding to this question.",,16
Humanities,Ancient History,,,Year 12,Final Exam,Exam Questions,2024,"VCEHAU3AS1,VCEHAU3AS2",VCEHA24ERA,VCEHA24EQA3,A,Short-answer questions,3a,Q3a,3,SubQuestion,"Using Source 7, outline the military powers of the magistracy of consul.",,17
Humanities,Ancient History,,,Year 12,Final Exam,Exam Questions,2024,"VCEHAU3AS1,VCEHAU3AS2",VCEHA24ERA,VCEHA24EQA3,A,Short-answer questions,3b,Q3b,5,SubQuestion,"Using Source 8 and your own knowledge, explain how the Revolution of 509 BCE
caused political change in Ancient Rome.",,18
Humanities,Ancient History,,,Year 12,Final Exam,Exam Questions,2024,"VCEHAU3AS1,VCEHAU3AS2",VCEHA24ERA,VCEHA24EQA3,A,Short-answer questions,3c,Q3c,5,SubQuestion,"Using Source 9 and your own knowledge, explain the role of women in ancient
Roman society.",,19
Humanities,Ancient History,,,Year 12,Final Exam,Exam Questions,2024,"VCEHAU3AS1,VCEHAU3AS2",VCEHA24ERA,VCEHA24EQA3,A,Short-answer questions,3d,Q3d,4,SubQuestion,"Using your own knowledge, describe how Gaius Marius contributed to the demise of
the Roman Republic.",,20
Humanities,Ancient History,,,Year 12,Final Exam,Exam Questions,2024,"VCEHAU3AS1,VCEHAU3AS2",VCEHA24ERA,VCEHA24EQA3,A,Short-answer questions,3e,Q3e,8,SubQuestion,"Evaluate the extent to which the Battle of Actium was the most significant event in the
rivalry between Octavian and Mark Antony. Use evidence to support your response.",,21
Humanities,Ancient History,,,Year 12,Final Exam,Exam Questions,2024,"VCEHAU3AS1,VCEHAU3AS2",VCEHA24ERB,,B,Extended responses,,,20,Header,Section B: Extended responses,,1
Humanities,Ancient History,,,Year 12,Final Exam,Exam Questions,2024,"VCEHAU3AS1,VCEHAU3AS2",VCEHA24ERB,,B,Extended responses,,,,SubHeader,Instructions,,2
Humanities,Ancient History,,,Year 12,Final Exam,Exam Questions,2024,"VCEHAU3AS1,VCEHAU3AS2",VCEHA24ERB,,B,Extended responses,,,,Instruction,Write your response in English.,,3
Humanities,Ancient History,,,Year 12,Final Exam,Exam Questions,2024,"VCEHAU3AS1,VCEHAU3AS2",VCEHA24ERB,VCEHA24EQB1,B,Extended responses,1,Q1,20,Question,"Egypt
'Nefertiti was the main cause of the crisis in the Amarna Period.'
To what extent do you agree? Justify your response.",,4
Humanities,Ancient History,,,Year 12,Final Exam,Exam Questions,2024,"VCEHAU3AS1,VCEHAU3AS2",VCEHA24ERB,VCEHA24EQB2,B,Extended responses,2,Q2,20,Question,"Greece
'The actions of Alcibiades had a significant impact on the outcome of the Decelean (lonian) War.""
To what extent do you agree? Justify your response.",,5
