SubjectArea,Subject,Band,AssessmentType,AssessmentInformationDetails,AssessmentYears,UnitASCode,ExamReportCode,EQCode,SectionCode,StrategyType,ExamQuestion,ResponseSource,Content,Example,Sequence
Science,Environmental Science,Year 12,Final Exam,Post Exam Report,2024,,VCEESER,,VCEESERAH,,,,Section A: Multiple-choice questions,,0
Science,Environmental Science,Year 12,Final Exam,Post Exam Report,2024,,VCEESERA,,VCEESERACM,,Section A - General Comments,ExaminerCommentary,The table below indicates the percentage of students who chose each option. Grey shading and bold text indicate the correct answer.,,1
Science,Environmental Science,Year 12,Final Exam,Post Exam Report,2024,,VCEESER,,VCEESERBH,,,,Section B: Section B,,0
Science,Environmental Science,Year 12,Final Exam,Post Exam Report,2024,,VCEESERB,VCEES24EQB1,VCEESERBER,EnhancedStrategies,Question 1a,ExaminerCommentary,"One of the practical techniques used to assess species diversity, as listed in the study design, is the collection of data using grids, transects and quadrats. Higher-scoring responses clearly explained why grid sampling was used rather than transect sampling to measure insect diversity at the two sites. Examples of good responses:",,1
Science,Environmental Science,Year 12,Final Exam,Post Exam Report,2024,,VCEESERB,VCEES24EQB1,VCEESERBER,EnhancedStrategies,Question 1a,ExaminerCommentary,Grid sampling is effective when sampling large areas and monitors changes in spatial variability over a site.,,2
Science,Environmental Science,Year 12,Final Exam,Post Exam Report,2024,,VCEESERB,VCEES24EQB1,VCEESERBER,EnhancedStrategies,Question 1a,ExaminerCommentary,Transect sampling is better used to monitor changes across linear distance or along a line.,,3
Science,Environmental Science,Year 12,Final Exam,Post Exam Report,2024,,VCEESERB,VCEES24EQB1,VCEESERBCM,,Question 1a,ExaminerCommentary,Examples of when transects would be used included:,,4
Science,Environmental Science,Year 12,Final Exam,Post Exam Report,2024,,VCEESERB,VCEES24EQB1,VCEESERBER,EnhancedStrategies,Question 1a,ExaminerCommentary,Measuring species change due to succession from the coast further inland or changes due to the increase (or decrease) in altitude,,5
Science,Environmental Science,Year 12,Final Exam,Post Exam Report,2024,,VCEESERB,VCEES24EQB1,VCEESERBER,EnhancedStrategies,Question 1a,ExaminerCommentary,"Measuring changes related to differences in abiotic factors, such as temperature, soil pH or moisture, between different habitats or over a linear distance.",,6
Science,Environmental Science,Year 12,Final Exam,Post Exam Report,2024,,VCEESERB,VCEES24EQB1,VCEESERBCM,,Question 1a,ExaminerCommentary,Clear reasoning showed that these students understood the difference between the two techniques (often because they had used these techniques in the field).,,7
Science,Environmental Science,Year 12,Final Exam,Post Exam Report,2024,,VCEESERB,VCEES24EQB1,VCEESERBCM,,Question 1a,ExaminerCommentary,"This was one of the questions that was not answered well by many students. In some of the incorrect responses, students:",,8
Science,Environmental Science,Year 12,Final Exam,Post Exam Report,2024,,VCEESERB,VCEES24EQB1,VCEESERBER,EnhancedStrategies,Question 1a,ExaminerCommentary,Did not understand that both transects and grids can be used to collect population data for both flora and fauna,,9
Science,Environmental Science,Year 12,Final Exam,Post Exam Report,2024,,VCEESERB,VCEES24EQB1,VCEESERBER,EnhancedStrategies,Question 1a,ExaminerCommentary,Tried to relate the use of grids and transects to the mobility (or lack of) of particular organisms,,10
Science,Environmental Science,Year 12,Final Exam,Post Exam Report,2024,,VCEESERB,VCEES24EQB1,VCEESERBER,EnhancedStrategies,Question 1a,ExaminerCommentary,Argued about transects collecting data that was more or less biased than grid sampling,,11
Science,Environmental Science,Year 12,Final Exam,Post Exam Report,2024,,VCEESERB,VCEES24EQB1,VCEESERBER,EnhancedStrategies,Question 1a,ExaminerCommentary,Argued that using grids was easier than using transects or provided better access to the site,,12
Science,Environmental Science,Year 12,Final Exam,Post Exam Report,2024,,VCEESERB,VCEES24EQB1,VCEESERBER,EnhancedStrategies,Question 1a,ExaminerCommentary,Tried to use points from a 2023 exam question about the edge effect and grid sampling.,,13
Science,Environmental Science,Year 12,Final Exam,Post Exam Report,2024,,VCEESERB,VCEES24EQB1,VCEESERBCM,,Question 1b,ExaminerCommentary,Therefore:	Simpson's Index of Diversity:,,14
Science,Environmental Science,Year 12,Final Exam,Post Exam Report,2024,,VCEESERB,VCEES24EQB1,VCEESERBCM,,Question 1b,ExaminerCommentary,D = 1 − 1260 / 7832,,15
Science,Environmental Science,Year 12,Final Exam,Post Exam Report,2024,,VCEESERB,VCEES24EQB1,VCEESERBCM,,Question 1b,ExaminerCommentary,D = 1 − 0.161,,16
Science,Environmental Science,Year 12,Final Exam,Post Exam Report,2024,,VCEESERB,VCEES24EQB1,VCEESERBCM,,Question 1b,ExaminerCommentary,D = 0.839,,17
Science,Environmental Science,Year 12,Final Exam,Post Exam Report,2024,,VCEESERB,VCEES24EQB1,VCEESERBCM,,Question 1b,ExaminerCommentary,"Most students were able to correctly complete the calculation using the figures from the table as shown above. Many students rounded up the diversity figure to 0.84, although this was not necessary. Some incomplete answers forgot to subtract 0.161 from 1 to get the final Simpson's Index of Diversity figure.",,18
Science,Environmental Science,Year 12,Final Exam,Post Exam Report,2024,,VCEESERB,VCEES24EQB1,VCEESERBCM,,Question 1c,ExaminerCommentary,"Having calculated a Simpson's Index of Diversity (SID) figure in the previous question, better responses used this data to compare the diversity of the two areas. The urban park SID was 0.56 compared with the golf course SID of 0.84; therefore, this means that golf course has a higher diversity (0.28 higher) than the urban park.",,19
Science,Environmental Science,Year 12,Final Exam,Post Exam Report,2024,,VCEESERB,VCEES24EQB1,VCEESERBCM,,Question 1d,ExaminerCommentary,Two reasons that suggested why ground-nesting bees might survive better on a golf course compared to an urban park were required. Correct ideas focused on the difference in native vegetation and human disturbance between the two areas and included:,,20
Science,Environmental Science,Year 12,Final Exam,Post Exam Report,2024,,VCEESERB,VCEES24EQB1,VCEESERBCM,,Question 1d,ExaminerCommentary,Native vegetation on the golf course provides appropriate food sources for native bees whereas exotic plants do not.,,21
