SubjectArea,Subject,Band,Unit,UnitASCode,StreamUnitASCode,AreaofStudy,StreamHeader,OutcomeCode,Outcome,OutcomeStudentType,OutcomeDescription,Type,Statement,ParentStatement,Level,Sequence
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1AS1,,"Area of Study 1 - Gods, heroes and the legacy of myth",,VCECSU1AS1O1KK,Outcome 1,Classical Studies Students,,Key Knowledge,"Key Greek and/or Roman gods, their responsibilities, and characteristics and functions in myths",,1,1
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1AS1,,"Area of Study 1 - Gods, heroes and the legacy of myth",,VCECSU1AS1O1KK,Outcome 1,Classical Studies Students,,Key Knowledge,"The characteristics of the hero in classical myths, such as Heracles (or Roman Hercules), Jason, Achilles, Odysseus, Theseus, Romulus and Aeneas",,1,2
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1AS1,,"Area of Study 1 - Gods, heroes and the legacy of myth",,VCECSU1AS1O1KK,Outcome 1,Classical Studies Students,,Key Knowledge,"The narratives of selected hero myths, such as quest narratives, war narratives and/or myths of the foundation of cities",,1,3
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1AS1,,"Area of Study 1 - Gods, heroes and the legacy of myth",,VCECSU1AS1O1KK,Outcome 1,Classical Studies Students,,Key Knowledge,"The ways in which myths were communicated, such as through the oral tradition, epic poetry, vase paintings and sculpture",,1,4
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1AS1,,"Area of Study 1 - Gods, heroes and the legacy of myth",,VCECSU1AS1O1KK,Outcome 1,Classical Studies Students,,Key Knowledge,"The characteristics of classical societies as expressed through myths, such as beliefs, values, and traits of men and women that were held in high or low regard",,1,5
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1AS1,,"Area of Study 1 - Gods, heroes and the legacy of myth",,VCECSU1AS1O1KK,Outcome 1,Classical Studies Students,,Key Knowledge,"The nature, characteristics and functions of myths, such as narrative patterns, heroic traits, divine mechanics, and the understandings and moral lessons taken from myths",,1,6
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1AS1,,"Area of Study 1 - Gods, heroes and the legacy of myth",,VCECSU1AS1O1KK,Outcome 1,Classical Studies Students,,Key Knowledge,"Classical influences on a modern work(s), such as film, literature, art or video games.",,1,7
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1AS1,,"Area of Study 1 - Gods, heroes and the legacy of myth",,VCECSU1AS1O1KS,Outcome 1,Classical Studies Students,,Key Skills,"Explain the features of classical myths, including the characters, both human and divine, and the narrative",,1,1
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1AS1,,"Area of Study 1 - Gods, heroes and the legacy of myth",,VCECSU1AS1O1KS,Outcome 1,Classical Studies Students,,Key Skills,"Describe the purpose and function of myths and ways in which myths were communicated, and infer what they might express about the society",,1,2
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1AS1,,"Area of Study 1 - Gods, heroes and the legacy of myth",,VCECSU1AS1O1KS,Outcome 1,Classical Studies Students,,Key Skills,Explain the characteristics of the hero in selected classical hero myths,,1,3
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1AS1,,"Area of Study 1 - Gods, heroes and the legacy of myth",,VCECSU1AS1O1KS,Outcome 1,Classical Studies Students,,Key Skills,"Explain the significance of classical works as influences on works of a later period, and the reasons for their adaptation",,1,4
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1AS1,,"Area of Study 1 - Gods, heroes and the legacy of myth",,VCECSU1AS1O1KS,Outcome 1,Classical Studies Students,,Key Skills,"Identify similarities and differences between classical works and those of a later period, and account for the similarities and differences",,1,5
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1AS1,,"Area of Study 1 - Gods, heroes and the legacy of myth",,VCECSU1AS1O1KS,Outcome 1,Classical Studies Students,,Key Skills,"Explain the functions and forms of myths in the classical world and the relationship between classical works and those from a later period, using evidence from classical works and works of a later period.",,1,6
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1AS2,,Area of Study 2 - Myths and archaeological practice,,VCECSU1AS2O2KK,Outcome 2,Classical Studies Students,,Key Knowledge,"The history and methodology of archaeological investigation in the Mediterranean Basin at sites associated with a classical myth, such as the myths of the Trojan War and Theseus and the Minotaur, Romulus and Remus, and Aeneas",,1,1
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1AS2,,Area of Study 2 - Myths and archaeological practice,,VCECSU1AS2O2KK,Outcome 2,Classical Studies Students,,Key Knowledge,"The context of a site, including its location and era of settlement",,1,2
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1AS2,,Area of Study 2 - Myths and archaeological practice,,VCECSU1AS2O2KK,Outcome 2,Classical Studies Students,,Key Knowledge,"Archaeological evidence that corresponds to or departs from classical myth(s), such as at the sites Hisarlik (Troy), Mycenae, Knossos and the city of Rome",,1,3
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1AS2,,Area of Study 2 - Myths and archaeological practice,,VCECSU1AS2O2KK,Outcome 2,Classical Studies Students,,Key Knowledge,The original use or purpose of artefacts from an archaeological site(s),,1,4
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1AS2,,Area of Study 2 - Myths and archaeological practice,,VCECSU1AS2O2KK,Outcome 2,Classical Studies Students,,Key Knowledge,The characteristics of a society as revealed through different forms of archaeological evidence,,1,5
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1AS2,,Area of Study 2 - Myths and archaeological practice,,VCECSU1AS2O2KK,Outcome 2,Classical Studies Students,,Key Knowledge,"Issues and debates in archaeology such as ethics, tourism and controversies about ownership of the past.",,1,6
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1AS2,,Area of Study 2 - Myths and archaeological practice,,VCECSU1AS2O2KS,Outcome 2,Classical Studies Students,,Key Skills,Explain the features of an archaeological site(s) and archaeological evidence that corresponds to or departs from classical myth(s),,1,1
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1AS2,,Area of Study 2 - Myths and archaeological practice,,VCECSU1AS2O2KS,Outcome 2,Classical Studies Students,,Key Skills,"Describe the context of the site, such as the location, era of settlement and excavation",,1,2
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1AS2,,Area of Study 2 - Myths and archaeological practice,,VCECSU1AS2O2KS,Outcome 2,Classical Studies Students,,Key Skills,Explain the original use and purpose of artefacts from an archaeological site and explain what archaeological evidence reveals about the society of the occupants of the site,,1,3
Humanities,Classical Studies,Year 11,Unit 1,VCECSU1AS2,,Area of Study 2 - Myths and archaeological practice,,VCECSU1AS2O2KS,Outcome 2,Classical Studies Students,,Key Skills,Explain the significance of examples of archaeological evidence in proving or disproving a myth,,1,4
