SubjectArea,Subject,Band,UnitASCode,OverviewCode,Section,SectionHeader,ContentType,Description,URL,Sequence
Performing Arts,Music,Years 11 and 12,,VCEMU12OVSC01,Scope of study,,Paragraph,"VCE Music is based on active engagement in all aspects of music. Students develop and refine musicianship skills and knowledge and develop a critical awareness of their relationship with music as listeners, performers, creators and music makers. Students explore, reflect on and respond to the music they listen to, create and perform. They analyse and evaluate live and recorded performances, and learn to incorporate, adapt and interpret musical practices from diverse cultures, times and locations into their own learning about music as both a social and cultural practice. Students study and practise ways of effectively communicating and expressing musical ideas to an audience as performers and composers, and respond to musical works as
an audience. The developed knowledge and skills provide a practical foundation for students to compose, arrange, interpret, reimagine, improvise and critique music in an informed manner.",,1
Performing Arts,Music,Years 11 and 12,,VCEMU12OVSC02,Scope of study,,Paragraph,"In this study students are offered a range of pathways that acknowledge and support a variety of student backgrounds and music learning contexts, including formal and informal.",,2
Performing Arts,Music,Years 11 and 12,,VCEMU12OVRA01,Rationale,,Paragraph,"Music is uniquely an aural art form and its essential nature is abstract. It is a complex socio-cultural phenomenon that exists distinctively in every culture and is a basic expression and reflection of human experience. It allows for the expression of the intellect, imagination and emotion, and the exploration of values, and fosters an understanding of continuity and change. Active participation in music develops musicianship through creating, performing, responding and analysing, and fosters an understanding of other times, places, cultures and contexts. Students develop ideas about the ways in which music can interact with other art forms, technology and design, and other fields of endeavour.",,1
Performing Arts,Music,Years 11 and 12,,VCEMU12OVRA02,Rationale,,Paragraph,"Music learning has a significant impact on the cognitive, affective, motor, social, cultural and personal competencies of students. It supports and encourages flexible cognitive and behavioural skills, and creativity, which are further enhanced by the non-verbal communication methods found in musical socialisation. Students learn to pose and solve problems, work independently and in collaboration, and create and convey meaning from various viewpoints. The nature of music study allows students to develop their capacity to manage their own learning, work together with others, and engage in activity that reflects the real-world practice of performers, composers and audiences, development of a personal voice.",,2
Performing Arts,Music,Years 11 and 12,,VCEMU12OVRA03,Rationale,,Paragraph,"Through performance, students sing and play music, demonstrating their knowledge and practical music skills through refining solo and/or ensemble performances. Students realise music ideas through the demonstration and interpretation of music elements and concepts to convey meaning and/or emotion to
an audience.",,3
Performing Arts,Music,Years 11 and 12,,VCEMU12OVRA04,Rationale,,Paragraph,"Through creating, students explore the manipulation of sound, producing new music works and arrangements. Using the music elements and concepts, students apply their knowledge and understanding of compositional devices to their own creations and the works of others.",,4
Performing Arts,Music,Years 11 and 12,,VCEMU12OVRA05,Rationale,,Paragraph,"Through responding and analysing, students investigate and explain the use of music elements, concepts and compositional devices, and respond to music from a variety of contexts, styles and genres. They develop knowledge and skills in identifying and understanding how music is organised, how effect is created and how influences and cultural contexts are manifested in works.",,5
Performing Arts,Music,Years 11 and 12,,VCEMU12OVRA06,Rationale,,Paragraph,VCE Music equips students with personal and musical knowledge and skills that enable them to focus on their musicianship in particular areas and follow pathways into tertiary music study or further training in a broad spectrum of music related careers. VCE Music also offers students opportunities for personal development and encourages them to make an ongoing contribution to the culture of their community through participation in life-long music making.,,6
Performing Arts,Music,Years 11 and 12,,VCEMU12OVAI01,Aims,,Paragraph,This study enables students to:,,1
Performing Arts,Music,Years 11 and 12,,VCEMU12OVAI02,Aims,,Bullet,Develop and practise musicianship,,2
Performing Arts,Music,Years 11 and 12,,VCEMU12OVAI03,Aims,,Bullet,"Perform, create, arrange, improvise, analyse, recreate, reimagine and respond to music from diverse times, places, cultures and contexts including recently created music",,3
Performing Arts,Music,Years 11 and 12,,VCEMU12OVAI04,Aims,,Bullet,"Communicate understanding of cultural, stylistic, aesthetic and expressive qualities and characteristics of music",,4
Performing Arts,Music,Years 11 and 12,,VCEMU12OVAI05,Aims,,Bullet,"Explore and strengthen personal music interests, knowledge and experiences",,5
Performing Arts,Music,Years 11 and 12,,VCEMU12OVAI06,Aims,,Bullet,"Use imagination and creativity, and personal and social skills in music making",,6
Performing Arts,Music,Years 11 and 12,,VCEMU12OVAI07,Aims,,Bullet,"Access pathways to further education, training and employment in music",,7
Performing Arts,Music,Years 11 and 12,,VCEMU12OVAI08,Aims,,Bullet,Participate and present in life-long music learning and the musical life of their community.,,8
Performing Arts,Music,Years 11 and 12,,VCEMU12OVAI09,Aims,,Paragraph,The study is made up of ten units. Each unit deals with specific content contained in areas of study and is designed to enable students to achieve a set of outcomes for that unit. Each outcome is described in terms of key knowledge and key skills.,,9
Performing Arts,Music,Years 11 and 12,,VCEMU12OVAI10,Aims,,Paragraph,The study structure is:,,10
Performing Arts,Music,Years 11 and 12,,VCEMU12OVAI11,Aims,,Paragraph,"There are no prerequisites for entry to Units 1, 2 and 3. Students must undertake Unit 3 and Unit 4 as a sequence.",,11
Performing Arts,Music,Years 11 and 12,,VCEMU12OVAI12,Aims,,Paragraph,Units 1 to 4 are designed to a standard equivalent to the final two years of secondary education. All VCE studies are benchmarked against comparable national and international curriculum.,,12
Performing Arts,Music,Years 11 and 12,"VCEMUU1AS1,VCEMUU1AS2,VCEMUU2AS1,VCEMUU2AS2",VCEMU12OVLA01,Levels of achievement,Units 1 and 2,Subheader,Units 1 and 2,,1
Performing Arts,Music,Years 11 and 12,"VCEMUU1AS1,VCEMUU1AS2,VCEMUU2AS1,VCEMUU2AS2",VCEMU12OVLA02,Levels of achievement,Units 1 and 2,Paragraph,"Procedures for the assessment of levels of achievement in Units 1 and 2 are a matter for school decision. Assessment of levels of achievement for these units will not be reported to the VCAA. Schools may choose to report levels of achievement using grades, descriptive statements or other indicators.",,2
Performing Arts,Music,Years 11 and 12,"VCEMUU3AS1,VCEMUU3AS2,VCEMUU4AS1,VCEMUU4AS2",VCEMU12OVLA03,Levels of achievement,Units 3 and 4,Subheader,Units 3 and 4,,3
Performing Arts,Music,Years 11 and 12,"VCEMUU3AS1,VCEMUU3AS2,VCEMUU4AS1,VCEMUU4AS2",VCEMU12OVLA04,Levels of achievement,Units 3 and 4,Paragraph,The VCAA specifies the assessment procedures for students undertaking scored assessment in Units 3 and 4. Designated assessment tasks are provided in the details for each unit in VCE study designs.,,4
Performing Arts,Music,Years 11 and 12,"VCEMUU3AS1,VCEMUU3AS2,VCEMUU4AS1,VCEMUU4AS2",VCEMU12OVLA05,Levels of achievement,,Paragraph,"The student's level of achievement in Units 3 and 4 will be determined by School-assessed Coursework (SAC) and an externally-assessed task (EAT), as specified in the VCE study design, and external assessment.",,5
Performing Arts,Music,Years 11 and 12,"VCEMUU3AS1,VCEMUU3AS2,VCEMUU4AS1,VCEMUU4AS2",VCEMU12OVLA06,Levels of achievement,,Paragraph,"The VCAA will report the student's level of achievement on each assessment component as a grade from
A+ to E or UG (ungraded). To receive a study score the student must achieve two or more graded assessments in the study and receive an S for both Units 3 and 4. The study score is reported on a scale of 0-50; it is a measure of how well the student performed in relation to all others who completed the study. Teachers should refer to the current VCE Administrative Handbook for details on graded assessment and calculation of the study score. Percentage contributions to the study score in VCE Music are as follows:",https://www.vcaa.vic.edu.au/administration/vce-vcal-handbook/Pages/index.aspx,6
Performing Arts,Music,Years 11 and 12,"VCEMUU3AS1,VCEMUU3AS2,VCEMUU4AS1,VCEMUU4AS2",VCEMU12OVLA07,Levels of achievement,,Paragraph,Music inquiry,,1
Performing Arts,Music,Years 11 and 12,"VCEMUU3AS1,VCEMUU3AS2,VCEMUU4AS1,VCEMUU4AS2",VCEMU12OVLA08,Levels of achievement,,Bullet,Unit 3 School-assessed Coursework: per cent,,2
Performing Arts,Music,Years 11 and 12,"VCEMUU3AS1,VCEMUU3AS2,VCEMUU4AS1,VCEMUU4AS2",VCEMU12OVLA09,Levels of achievement,,Bullet,Unit 4 School-assessed Coursework: 5 per cent,,3
Performing Arts,Music,Years 11 and 12,"VCEMUU3AS1,VCEMUU3AS2,VCEMUU4AS1,VCEMUU4AS2",VCEMU12OVLA10,Levels of achievement,,Bullet,Unit 4 Externally-assessed Task: per cent,,4
Performing Arts,Music,Years 11 and 12,"VCEMUU3AS1,VCEMUU3AS2,VCEMUU4AS1,VCEMUU4AS2",VCEMU12OVLA11,Levels of achievement,,Bullet,End-of-year examination: per cent.,,5
Performing Arts,Music,Years 11 and 12,"VCEMUU3AS1,VCEMUU3AS2,VCEMUU4AS1,VCEMUU4AS2",VCEMU12OVLA12,Levels of achievement,,Paragraph,Music contemporary performance,,1
Performing Arts,Music,Years 11 and 12,"VCEMUU3AS1,VCEMUU3AS2,VCEMUU4AS1,VCEMUU4AS2",VCEMU12OVLA13,Levels of achievement,,Bullet,Unit 3 School-assessed Coursework: 20 per cent,,2
Performing Arts,Music,Years 11 and 12,"VCEMUU3AS1,VCEMUU3AS2,VCEMUU4AS1,VCEMUU4AS2",VCEMU12OVLA14,Levels of achievement,,Bullet,Unit 4 School-assessed Coursework: 10 per cent,,3
Performing Arts,Music,Years 11 and 12,"VCEMUU3AS1,VCEMUU3AS2,VCEMUU4AS1,VCEMUU4AS2",VCEMU12OVLA15,Levels of achievement,,Bullet,Unit 4 Performance examination: 50 per cent,,4
Performing Arts,Music,Years 11 and 12,"VCEMUU3AS1,VCEMUU3AS2,VCEMUU4AS1,VCEMUU4AS2",VCEMU12OVLA16,Levels of achievement,,Bullet,End-of-year aural and written examination: 20 per cent,,5
Performing Arts,Music,Years 11 and 12,"VCEMUU3AS1,VCEMUU3AS2,VCEMUU4AS1,VCEMUU4AS2",VCEMU12OVLA17,Levels of achievement,,Paragraph,Music repertoire performance,,1
Performing Arts,Music,Years 11 and 12,"VCEMUU3AS1,VCEMUU3AS2,VCEMUU4AS1,VCEMUU4AS2",VCEMU12OVLA18,Levels of achievement,,Bullet,Unit 3 School-assessed Coursework: 20 per cent,,2
Performing Arts,Music,Years 11 and 12,"VCEMUU3AS1,VCEMUU3AS2,VCEMUU4AS1,VCEMUU4AS2",VCEMU12OVLA19,Levels of achievement,,Bullet,Unit 4 School-assessed Coursework: 10 per cent,,3
Performing Arts,Music,Years 11 and 12,"VCEMUU3AS1,VCEMUU3AS2,VCEMUU4AS1,VCEMUU4AS2",VCEMU12OVLA20,Levels of achievement,,Bullet,Unit 4 Performance examination: 50 per cent,,4
Performing Arts,Music,Years 11 and 12,"VCEMUU3AS1,VCEMUU3AS2,VCEMUU4AS1,VCEMUU4AS2",VCEMU12OVLA21,Levels of achievement,,Bullet,End-of-year aural and written examination: 20 per cent,,5
Performing Arts,Music,Years 11 and 12,"VCEMUU3AS1,VCEMUU3AS2,VCEMUU4AS1,VCEMUU4AS2",VCEMU12OVLA22,Levels of achievement,,Paragraph,Music composition,,1
Performing Arts,Music,Years 11 and 12,"VCEMUU3AS1,VCEMUU3AS2,VCEMUU4AS1,VCEMUU4AS2",VCEMU12OVLA23,Levels of achievement,,Bullet,Unit 3 School-assessed Coursework: 20 per cent,,2
